MAPE,MSE,bestParam
"[14.24605523240666, 11.72373096916062, 11.696193835431004, 7.676915889221679, 4.310205230582547, 4.219769244248875]","[0.22166695050215468, 0.23820909091954023, 0.2379314904885058, 0.10581748686137715, 0.02366302432583496, 0.022084086070710513]","[0, 2, 0, 1]"
