MAPE,MSE,bestParam
"[28.914923, 28.54988, 28.463465, 28.334335, 28.32544, 28.261208, 28.233591, 27.88566]","[7.903869e-05, 7.6950244e-05, 7.51084e-05, 7.500518e-05, 7.648734e-05, 7.316089e-05, 7.5046526e-05, 7.50783e-05]",104
