MAPEQ,MSEQ,Portion
"[39.300625, 40.5346, 37.725704, 36.388687, 29.950493, 31.758942, 36.05492, 29.031868, 30.777315, 29.189642, 29.794954, 28.952631, 28.689802, 29.835587, 28.098074, 28.51951, 28.560781, 28.54574, 28.062231, 28.36857]","[0.000111833775, 0.00012969591, 0.00011691649, 0.00011370073, 7.6300894e-05, 9.092116e-05, 0.00010589053, 6.813123e-05, 7.93477e-05, 7.7930235e-05, 9.2658796e-05, 8.238122e-05, 7.984664e-05, 8.56969e-05, 7.859726e-05, 7.971969e-05, 7.445561e-05, 7.4687756e-05, 7.57858e-05, 7.7059005e-05]","[0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1.0]"
