MAPEQ,MSEQ
"[32.536255, 26.260284, 23.106209, 22.730042, 21.126307, 20.026627, 19.579605, 19.339973, 18.14979, 18.123186, 17.624838, 17.35366, 16.948092, 16.743395, 16.527084, 16.792915, 16.290533, 15.941315, 15.767833, 15.814659]","[0.0035107788, 0.0025265706, 0.0019276812, 0.0018400397, 0.0018711122, 0.001728585, 0.0017297873, 0.0015635454, 0.0013955162, 0.0014291249, 0.0013311334, 0.0012616409, 0.0012441049, 0.0013036896, 0.0012890063, 0.0012521598, 0.0012316444, 0.0011846222, 0.0011443114, 0.0011585193]"
