MAPEQ,MSEQ,Portion
"[32.300915, 29.537573, 29.668024, 28.08619, 28.626509, 26.993563, 26.993433, 26.022247, 25.639612, 25.377142, 24.987946, 24.574171, 24.047674, 24.300545, 24.191633, 23.726023, 23.775267, 23.455328, 23.332537, 23.194086]","[0.011013265, 0.009770137, 0.009496226, 0.009088551, 0.009597656, 0.009154298, 0.009405999, 0.0089232875, 0.008805932, 0.008704775, 0.008634448, 0.008416637, 0.008491726, 0.00858917, 0.008580922, 0.008366472, 0.0078791855, 0.0077329297, 0.007991004, 0.00803604]","[0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1.0]"
