Eu1,Eu2,Eu3,AngD1,AngD2,AngD3,Energy,Error,P,D,Time
-1.2529,-0.34049,-0.39407,-0.64073,1.2134,2.4417,0.53892,0.0076679,0.28697,0.2867,0.019999
2.3558,0.69761,-3.0949,-1.0275,-1.1932,2.2319,1.0464,0.09019,0.20662,0.47276,0.0055749
-1.6753,-0.36231,-1.8313,-0.17107,1.5167,-1.8741,0.74358,0.10404,0.27269,0.54931,0.016092
-1.1665,1.2629,2.3613,3.6381,0.83583,0.90317,1.0163,0.31299,0.30085,0.3004,0.0085796
-0.27224,-0.44109,1.7081,2.3638,0.2035,3.895,1.7048,0.014131,0.12613,0.18555,0.0067568
2.0451,0.31023,-2.0974,2.7571,1.5993,-1.9338,1.0233,0.13179,0.21504,0.41381,0.010743
1.6384,-1.228,-1.0615,0.11842,1.773,1.2809,0.47039,0.1549,0.27,0.35491,0.019967
-2.3772,1.2115,0.30897,2.7277,-0.83178,-1.7878,0.77828,0.6811,0.16894,0.15868,0.017107
2.8556,-1.5694,-0.20309,1.2151,1.4234,0.21309,1.04,0.31795,0.21916,0.34888,0.0076371
0.91504,-0.36742,0.72003,-1.1051,-1.7608,3.7973,1.3114,0.61709,0.11956,0.69892,0.011963
-1.6185,-0.025038,-0.63432,1.0217,-1.892,-1.6198,0.56645,0.014893,0.34642,0.34642,0.0081167
-0.38885,-0.14358,0.87699,-0.84274,-1.6553,-0.34081,0.52945,0.1063,0.34903,0.34903,0.01888
-2.1127,-1.5378,-2.9952,-1.501,2.2979,1.2761,0.83597,0.040174,0.029108,0.049679,0.019744
2.9065,1.3389,1.3094,3.091,1.2969,0.59596,1.217,0.10832,0.061747,0.096004,0.015622
2.1573,-1.1685,2.1776,0.64063,2.3251,1.0326,0.6318,0.94762,0.39464,0.57919,0.010502
2.9607,-1.2887,-2.7093,0.55551,3.566,1.4723,1.0485,0.88172,0.96233,0.97053,0.0043621
1.2998,0.64929,-2.356,2.9525,3.0639,2.2007,1.4181,0.10906,0.79468,0.70006,0.019373
1.2563,-0.036279,0.33767,0.21502,-1.3777,3.8589,1.9908,0.10369,0.10581,0.51749,0.018756
2.7946,0.48325,2.7434,0.82007,0.83601,0.79902,0.28439,0.47949,0.12897,0.59646,0.018121
-1.8132,0.31784,-1.4119,3.0226,-0.60175,2.4533,1.077,0.02361,0.16837,0.45793,0.013141
-2.4045,-0.022767,-1.2579,0.45047,0.32763,0.21073,0.57497,0.70111,0.13885,0.38049,0.017657
-1.9217,-0.90631,2.2143,3.9169,0.28645,-0.20216,1.434,0.45029,0.21103,0.21103,0.0056552
-2.0698,-0.44923,0.43373,0.15066,2.1807,3.3005,0.98913,0.060404,0.72807,0.9741,0.0063862
-1.6224,-0.32967,0.0011268,1.9305,2.0492,-1.1107,1.1501,0.14505,0.20139,0.32401,0.017187
1.8733,-0.99488,0.22494,-1.2952,0.41935,2.9546,1.0965,0.31207,0.098697,0.44315,0.0098652
-1.4999,0.4231,1.2992,2.6272,-0.76437,-1.2601,1.8773,0.096084,0.1654,0.2657,0.016427
-0.79197,-1.4749,-0.96565,1.1444,2.798,-0.34601,0.98778,0.083863,0.505,0.505,0.011
0.73883,-1.105,-2.1653,0.96314,-1.741,-1.4847,0.70382,0.10688,0.045853,0.1111,0.018599
-0.094303,0.90618,0.8896,-0.40221,2.3648,-0.41586,1.0384,0.087034,0.32982,0.5255,0.014185
2.3075,-1.5348,-0.046542,-1.9176,-1.3559,-1.3304,1.1557,0.21783,0.03283,0.03283,0.019486
1.1666,-1.5662,2.9465,1.9028,2.8779,0.51711,1.0933,0.10759,0.13081,0.29007,0.017954
-2.087,0.87189,-0.7641,0.88695,3.1999,3.315,1.8806,0.19181,0.32876,0.32876,0.0077956
-1.5896,-1.0186,3.0448,0.669,-1.3715,-0.76389,1.2067,0.052899,0.13457,0.24324,0.0042649
2.5627,1.167,1.8509,-1.2176,-1.0895,-1.262,0.38614,0.10016,0.47015,0.47015,0.010366
-0.059134,-0.96695,0.96812,3.7639,0.54878,-0.55801,1.2781,0.033092,0.17109,0.32991,0.014968
-0.078192,1.3746,-1.9113,-1.5347,1.5032,-1.6605,0.61903,0.093334,0.23221,0.20736,0.01596
-1.5898,0.79573,-0.62746,-0.2326,0.38829,-0.030419,0.30508,0.30599,0.14252,0.40456,0.0049445
0.55058,0.38083,-2.1437,1.042,1.0247,-0.064453,0.16304,0.1058,0.49012,0.23567,0.010992
-0.93635,-0.64716,-1.4641,-0.88796,2.2077,0.63487,0.60892,0.24522,0.37054,0.37054,0.0085552
-3.0832,-1.2095,-0.9922,0.63568,0.1639,-1.4417,1.0637,0.012441,0.078358,0.24414,0.0067032
-2.5047,-0.70989,-0.46581,0.8988,1.848,-0.4717,0.89885,0.0061231,0.12853,0.12527,0.01893
-2.9952,0.49518,-0.72517,3.8644,0.3307,-1.7064,1.4913,0.28149,0.015632,0.096917,0.018321
-2.9258,-1.3314,1.4346,1.9785,-0.23413,0.45172,0.3277,0.055969,0.089769,0.34833,0.013835
-1.2903,-0.63743,-1.6586,1.5724,-0.26419,3.7104,1.074,0.18108,0.30897,0.43405,0.010393
-2.2382,-0.2835,1.8306,1.7775,-0.61499,2.5946,1.4114,0.097227,0.026779,0.052868,0.01945
-1.2137,-0.34544,-2.875,-1.2599,0.16679,2.9482,1.3459,0.16015,0.42105,0.49235,0.01123
-1.7707,1.462,0.28707,-1.0122,0.39289,1.5738,1.6982,0.11998,0.13052,0.54244,0.017809
2.4245,-0.58873,-2.8948,2.8779,-1.2525,2.738,1.5417,0.060244,0.505,0.505,0.011
2.8482,-0.88517,2.3658,3.3541,0.17269,-1.4466,1.8784,0.082378,0.505,0.505,0.011
1.783,-1.0007,-0.55208,-1.9559,-0.45287,3.8948,1.3456,0.33134,0.36666,0.64334,0.01082
1.9398,-1.0741,-0.90438,1.1517,0.88496,0.86355,0.61147,0.087228,0.18951,0.17528,0.016736
0.62111,-0.041774,0.33345,-0.92853,-0.92375,1.7289,0.41091,0.49689,0.23313,0.41554,0.0093735
-2.369,-0.48783,2.2668,0.73749,-1.9199,-1.3936,1.9971,0.07658,0.21863,0.24718,0.015688
-0.6344,-0.7493,0.58682,2.5377,-0.07555,-0.88734,1.1408,0.085176,0.46975,0.46975,0.0087382
0.69582,-1.0785,-0.27001,-0.76742,0.93913,2.4864,0.94179,0.034079,0.36815,0.48621,0.0057947
-2.8394,1.5589,2.0074,-0.6968,0.74147,0.31899,0.23936,0.013008,0.28303,0.45266,0.011875
0.35656,-0.87828,-2.3412,0.57816,3.0753,0.10925,0.91643,0.10395,0.48358,0.48358,0.011389
-2.0618,1.1738,-2.5984,-1.8131,1.4895,-1.5831,0.70833,0.012187,0.27789,0.43691,0.016283
-0.88289,0.2232,-1.1385,-1.5466,2.5828,0.19869,1.1855,0.010163,0.505,0.505,0.011
2.9542,0.98725,1.2429,-1.9413,0.18204,-1.922,0.6299,0.01068,0.10105,0.47751,0.018687
-0.14444,-0.52025,1.7347,1.8716,0.70867,0.15763,1.3211,0.010584,0.0968,0.23991,0.0069621
1.0105,-1.4222,-2.5567,0.066943,2.2874,0.72338,0.55219,0.07426,0.29985,0.41391,0.014687
1.5388,-0.43421,-2.3375,2.0222,3.1521,-1.8366,1.2632,0.058366,0.76857,0.52463,0.019229
-1.8425,-0.0528,-1.8556,0.38514,1.3073,3.5828,1.2007,0.23182,0.48709,0.48709,0.010674
-2.7995,0.038149,2.7877,0.076752,-1.7469,-0.38074,0.86615,0.14434,0.12596,0.075283,0.017614
2.8596,0.8919,-1.1947,-0.36558,2.1669,-1.8928,0.96064,0.021276,0.017129,0.040938,0.01987
2.3594,-0.56958,-0.87663,-0.092361,3.5632,-0.63605,1.572,0.071577,0.35257,0.35257,0.0082285
1.04,0.38544,-1.2615,3.2584,-0.71123,-1.7378,1.2739,0.10657,0.53534,0.32721,0.002912
0.63518,-0.75401,-0.69238,-0.57919,-1.3943,0.75799,0.5029,0.0064998,0.40709,0.40709,0.0092199
0.57511,0.18662,2.0434,3.9878,0.95999,2.0226,1.7054,0.017091,0.084075,0.15871,0.019915
-2.5882,0.10327,2.2216,-0.41393,0.073574,3.0655,1.414,0.10018,0.19589,0.19527,0.019364
-0.99662,-0.96476,1.9508,0.38058,1.0893,0.40193,0.41547,0.22413,0.23441,0.24998,0.0035508
-1.8653,0.54573,-2.1222,1.7259,1.625,3.4645,1.5961,0.021302,0.32504,0.39035,0.01445
1.8077,0.58812,1.1153,-1.1304,1.1737,3.4549,1.1605,0.020715,0.011936,0.045084,0.019362
3.0543,1.152,-2.0235,1.5847,-1.2818,-0.25785,0.842,0.015888,0.14825,0.3951,0.014882
0.75613,1.1518,-2.4685,1.081,0.79391,3.7118,1.3246,0.025074,0.024073,0.14305,0.018992
0.42504,-0.57516,1.5033,-1.7097,-0.18436,-1.2663,0.43732,0.17886,0.1393,0.11662,0.01052
-1.0458,1.0306,1.5856,-0.82076,-1.7907,3.8177,1.7298,0.15534,0.35891,0.54376,0.016147
1.845,-0.86446,-1.7812,3.9737,-0.7553,-0.79468,1.8901,0.76338,0.35836,0.8481,0.0084951
-2.3054,-0.96107,3.094,-0.50411,1.7506,2.4404,1.4525,0.059243,0.13217,0.24195,0.013006
-2.4978,-0.047406,-1.3365,-1.732,-1.3544,1.7522,0.65763,0.83598,0.12676,0.22399,0.017877
-0.40737,-0.91095,-1.6721,-1.8843,1.2856,-0.59031,0.80788,0.022764,0.44799,0.44792,0.011862
-0.8863,0.60912,2.2654,1.5539,-1.0938,0.7312,0.73865,0.024721,0.18702,0.25112,0.0047919
0.33013,-0.29201,1.3125,-0.79044,2.2806,-0.2769,0.96226,0.011564,0.016825,0.052947,0.019015
-0.89075,0.17261,-2.9482,1.1344,0.099898,2.3931,0.71509,0.31883,0.41373,0.49106,0.010561
1.9299,1.2579,1.4998,3.4872,0.16885,-0.22692,1.0616,0.022432,0.11528,0.1712,0.014205
0.1657,-0.80473,-2.9441,2.1501,1.2007,-0.65353,0.50443,0.017434,0.3264,0.44805,0.0082866
-2.482,-0.07572,-1.1973,-1.8026,-0.6919,-1.8747,0.91659,0.017829,0.012532,0.057314,0.019864
-2.39,-0.34481,-2.099,-0.6934,0.82098,0.23019,0.69582,0.096948,0.27585,0.27585,0.015166
2.9883,0.64339,1.1113,2.5295,-1.2774,3.2126,1.5101,0.28117,0.17593,0.38404,0.0050168
1.5277,0.84772,2.3479,3.3581,0.7441,-1.0671,1.324,0.018287,0.029902,0.093986,0.019638
2.5599,0.37528,-2.8938,0.7934,-1.4741,-0.5247,1.1632,0.14547,0.11496,0.11496,0.018092
-0.70096,0.84468,-0.37907,2.225,1.7153,-1.7857,1.2876,0.015997,0.088775,0.088775,0.0051951
1.8019,-0.9748,2.453,3.0291,-0.042794,0.52213,0.79401,0.017622,0.38679,0.38679,0.016573
-0.32463,-0.25529,3.0131,-0.20901,-0.9347,-1.2527,0.41171,0.64484,0.44762,0.56238,0.012043
-1.3966,0.92477,-2.3509,-1.0484,2.0354,2.2876,1.2578,0.11946,0.18485,0.18485,0.0070033
2.0172,0.36036,-0.067231,-1.4475,1.6458,2.8326,1.393,0.07309,0.505,0.505,0.011
1.4813,-0.50978,3.036,3.6759,2.0877,1.3363,1.2688,0.11423,0.83821,0.81073,0.0049416
-0.53313,1.4364,2.4076,2.0412,1.6733,-1.0114,1.093,0.10339,0.25642,0.2996,0.0064803
-2.9266,-1.544,1.4219,1.0094,2.3014,3.3083,1.0343,0.040189,0.90537,0.5087,0.013167
0.35875,1.5181,-2.5497,-1.4587,1.9682,-1.7435,0.82416,0.10552,0.48659,0.41096,0.0041644
-2.7567,-0.10545,-0.54286,1.9507,1.1543,3.479,1.2741,0.17309,0.36738,0.64262,0.013502
0.98985,0.09175,-1.824,1.3813,1.1945,-1.8121,0.6863,0.024307,0.49734,0.49734,0.010861
-1.9094,1.2335,0.10056,-1.6971,-0.94474,0.013667,0.77943,0.015953,0.1403,0.11473,0.0037957
2.3287,1.4127,-2.7724,-1.674,-0.16375,3.2424,1.155,0.14807,0.19119,0.45592,0.0097195
2.3403,1.3504,-0.88278,0.79341,1.588,-0.74695,0.6154,0.0072228,0.505,0.505,0.011
1.6335,-0.12001,0.47854,-0.73862,0.94895,-0.044667,0.2128,0.17581,0.10579,0.21947,0.018258
-0.17906,-1.1138,-2.8843,-0.0056024,1.5702,-1.2155,0.5654,0.12238,0.11091,0.11091,0.018165
-0.9333,-0.66219,-1.4582,0.65218,0.58712,2.7572,0.57277,0.095007,0.47087,0.4673,0.018101
-1.9016,1.163,-2.9754,0.47862,0.093376,3.3084,1.4438,0.049466,0.11877,0.34405,0.0080736
1.8701,0.11298,0.59004,1.5344,0.17584,-0.23653,0.54015,0.015523,0.46242,0.45397,0.010764
-0.98642,1.424,-1.0594,0.67104,2.814,-0.79938,1.2087,0.3583,0.49018,0.48847,0.0048049
2.0789,-0.95865,-2.6954,3.4312,1.6899,-0.55973,1.1537,0.016864,0.48836,0.44973,0.011842
-1.0638,0.14908,-2.8004,-1.3914,-0.47155,1.3092,1.4966,0.056607,0.25026,0.47053,0.019078
1.0611,0.53206,2.3955,2.2665,-1.4679,2.2969,1.7047,0.015873,0.23316,0.45342,0.0064676
1.5395,-1.0737,0.96912,1.4591,-0.061973,0.25851,1.5057,0.10954,0.34392,0.42945,0.009485
1.7997,0.71393,0.92161,3.0407,1.1922,3.9407,1.7728,0.02593,0.13722,0.29685,0.0048669
-0.56247,0.89553,-2.7554,1.1558,0.73316,3.8683,1.423,0.11095,0.050795,0.38328,0.01992
-1.2345,0.55796,0.99607,1.9273,-0.12898,3.4054,1.589,0.082395,0.28703,0.72297,0.014963
2.1831,-1.398,-0.35343,3.756,-1.1514,-0.85246,1.4849,0.13303,0.019193,0.07128,0.01988
-1.4339,0.83722,2.1272,1.0842,2.8732,0.76003,0.79495,0.52784,0.11343,0.4961,0.019082
0.16933,1.085,2.8589,-1.427,1.9246,0.90621,0.66724,0.23596,0.35907,0.44906,0.013653
2.5334,1.5018,-2.1188,3.6547,1.214,0.39805,1.3408,0.014569,0.069648,0.075328,0.019987
-1.7996,0.22928,-1.3608,2.4619,1.1373,-1.5762,1.4474,0.047877,0.45736,0.46491,0.0022464
0.57489,-1.1326,-1.3118,-1.0292,-0.45286,2.8749,0.64246,0.011557,0.46634,0.46634,0.010297
-1.5563,0.18061,-1.2197,-0.0021946,0.82064,2.5998,0.56868,0.18513,0.17709,0.4532,0.012938
1.372,1.2539,1.5964,3.2946,-0.39655,1.911,1.9982,0.11778,0.22368,0.22368,0.005885
2.3862,0.94183,-2.0934,2.1096,2.8071,-1.0713,1.1164,0.93016,0.013288,0.042467,0.019956
-3.02,-1.1459,-1.0411,2.4894,2.0433,-1.6948,1.7098,0.019532,0.088946,0.14585,0.018461
2.1546,-1.1894,0.14591,-1.1418,1.7525,0.74452,0.39219,0.080322,0.026849,0.18667,0.017907
-2.968,-0.34941,-2.8054,-0.47192,-0.5764,-0.38695,1.017,0.091467,0.26839,0.26717,0.0027438
2.0564,1.1106,1.0495,3.3706,1.9934,-1.5059,1.511,0.015911,0.092527,0.22529,0.015762
-2.2291,-1.2344,-1.7515,0.68881,-0.32776,0.38663,0.20369,0.034656,0.20113,0.40136,0.018956
1.5036,1.197,2.1489,0.76638,0.75662,-1.4564,0.37862,0.011394,0.055395,0.18134,0.019175
-1.3863,-1.2402,-0.304,-0.63001,1.8555,-0.65028,0.49223,0.11375,0.18959,0.32215,0.003766
-2.7482,0.47625,-2.8747,-1.0168,2.2863,1.8148,0.72113,0.054406,0.056276,0.18059,0.016853
0.27154,-0.781,-1.8052,3.562,0.014114,3.0752,1.9759,0.10247,0.39139,0.38114,0.0093888
-0.26025,0.60966,0.61187,0.7319,-1.7657,3.0773,1.1243,0.069486,0.31733,0.33805,0.013922
-1.5933,-1.4605,0.0084958,0.35849,-0.04022,-0.097033,0.096274,0.1226,0.505,0.505,0.011
1.4876,0.066243,1.1846,0.20568,2.8181,-1.9902,0.94227,0.1916,0.45111,0.83956,0.016065
-2.759,1.1884,2.5586,3.0409,0.50563,-1.7139,0.97366,0.10974,0.015176,0.049362,0.019351
1.0643,1.3489,-1.4718,-1.052,1.3265,-1.0783,0.68974,0.024442,0.55017,0.45983,0.010179
2.9736,1.2105,2.3404,2.6436,-0.14123,-1.864,0.81009,0.19742,0.46781,0.41754,0.01259
2.3938,0.61277,-0.49345,2.3539,0.83408,0.26356,0.75257,0.10856,0.20732,0.3753,0.016412
0.23962,1.1895,1.5948,1.2036,2.2133,-0.9246,1.9224,0.08362,0.10494,0.35328,0.016925
-2.7011,-1.2718,-2.8256,2.9879,1.4906,-1.6526,1.559,0.1465,0.16792,0.58491,0.018128
-1.8284,-1.493,-0.77935,-0.73579,0.22878,-1.1112,0.19351,0.06364,0.10679,0.45934,0.013555
-2.9232,0.86115,2.3288,1.9311,-1.2168,-0.71324,0.48648,0.17813,0.37229,0.4197,0.013413
2.4906,0.035074,2.8648,1.8365,1.3423,0.43645,0.48405,0.055922,0.14742,0.46452,0.015278
-0.11048,-0.12686,-1.7873,1.4622,1.3667,-1.1646,0.41353,0.007635,0.21604,0.25266,0.016498
-2.9471,1.3675,0.15595,1.7883,2.577,0.5093,1.2448,0.083835,0.26877,0.26877,0.006705
-1.969,0.28562,2.8882,-1.8812,-1.0692,-0.68418,0.6049,0.022463,0.32122,0.4051,0.0052981
2.551,-1.223,-2.3935,-1.092,-0.097747,0.52865,0.23929,0.017166,0.46638,0.49074,0.012003
-0.9139,0.95824,2.8496,2.9735,1.028,0.98005,1.2205,0.049699,0.38644,0.38644,0.013156
-2.4693,-0.6709,-1.6987,3.4857,-0.027033,-1.3762,1.9049,0.82523,0.34387,0.66613,0.0080704
0.030521,0.60341,2.9601,0.52153,0.99112,1.3238,0.19618,0.14243,0.10338,0.27894,0.0052736
1.7446,-0.6416,0.2802,0.30046,-1.3992,2.2636,0.69592,0.037228,0.20656,0.45224,0.015461
-1.0938,-1.3243,-2.0944,2.0616,3.1685,2.2379,1.5293,0.59658,0.65325,0.65325,0.013696
-2.3401,1.506,-3.0183,-0.42232,1.5857,0.68598,0.49359,0.10725,0.10134,0.40998,0.0096695
-0.19215,0.76226,-1.416,0.46647,-0.7985,3.745,0.88282,0.01521,0.49139,0.45517,0.011304
0.89964,-1.3305,0.64296,-0.48466,2.5433,-0.76578,1.0685,0.098491,0.10447,0.15023,0.0081243
-0.59289,0.3231,-2.9486,2.0211,-1.4793,-0.19919,1.1089,0.4321,0.271,0.271,0.015255
-1.9348,0.99698,1.7354,-1.0239,0.48356,0.40037,0.3131,0.26595,0.26222,0.42025,0.0065858
-0.023634,-0.3438,-0.66896,3.0234,-0.57964,2.5951,1.6025,0.10904,0.22124,0.44693,0.018082
-2.029,0.41886,1.5865,-0.79094,0.86608,1.0291,1.0377,0.010092,0.18677,0.32823,0.0065044
-1.2494,-0.068693,-1.9404,-1.4512,-0.10896,0.6745,0.26676,0.15905,0.20472,0.20498,0.0024366
-1.4024,-0.79871,-1.6886,3.2169,-1.4769,3.8783,1.527,0.069604,0.99484,0.64304,0.0027479
-0.75742,0.9368,-1.4601,-1.6575,2.6371,-1.1386,1.3947,0.08424,0.21166,0.49623,0.018366
-3.0794,1.1382,2.7438,1.6768,-1.4214,-0.018045,1.3512,0.029446,0.44541,0.56822,0.016798
-0.89314,-1.255,1.2254,1.4458,-0.20825,-1.6051,0.31788,0.12437,0.047497,0.10084,0.019743
-0.79886,0.31443,2.5997,2.0391,2.622,0.74684,0.96379,0.19973,0.44106,0.9306,0.0053473
-0.38749,0.6765,1.2433,2.9989,-0.49863,-0.060332,1.0762,0.26668,0.28773,0.39598,0.003026
0.33114,-0.66459,2.2786,1.5111,2.3293,2.9242,1.1059,0.24158,0.18793,0.44172,0.014523
-0.28773,1.2954,0.82022,1.8745,0.34868,3.5495,1.8611,0.080404,0.018571,0.093493,0.019899
-1.8365,-0.35828,2.1325,1.8258,0.59301,-1.3341,0.45265,0.06376,0.084185,0.3284,0.017947
-1.545,-1.4711,2.2035,2.5794,3.6158,-0.52179,1.9091,0.081681,0.26196,0.59089,0.015419
1.4637,-0.98205,-2.1567,0.66087,1.467,0.14238,0.22141,0.086538,0.34139,0.26464,0.014588
-2.9606,-0.46128,-1.094,0.060915,-1.0414,1.242,0.41349,0.20888,0.10155,0.24256,0.006447
-1.5149,-1.1803,-2.3465,3.3919,-0.98942,3.9685,1.7406,0.038707,0.19782,0.36985,0.0052911
-1.8045,-1.3551,2.6043,2.6734,-1.8734,0.23806,1.7013,0.10224,0.044033,0.044033,0.019381
-0.21128,1.2611,-2.6714,2.0499,0.20984,0.10491,0.53567,0.042751,0.10879,0.46716,0.019577
-0.27939,-0.57496,-2.1792,1.8073,3.4888,-0.28211,1.6865,0.45122,0.45304,0.45304,0.010055
-0.16632,-0.2664,0.65094,1.9513,-1.1497,-0.3024,0.4647,0.025025,0.063217,0.11374,0.010061
3.1187,1.0976,-1.0306,1.8845,0.86226,0.094723,1.15,0.095873,0.505,0.505,0.011
-1.5144,-0.977,1.9817,-0.83255,-1.7163,3.1644,1.0229,0.014896,0.054266,0.49991,0.017357
-2.8489,-1.4653,-0.16799,1.4602,-1.074,1.793,0.77303,0.082868,0.20008,0.20008,0.0089682
-0.016433,0.0051331,2.8002,-0.19067,-0.31205,2.6049,0.80823,0.10108,0.17437,0.41168,0.010511
-1.0632,-0.30858,1.858,-1.1233,1.1799,1.9652,1.5847,0.063595,0.29673,0.22524,0.01861
-1.5127,1.2502,-2.6108,2.5283,2.5284,-0.98462,1.1566,0.023851,0.25953,0.38518,0.015351
2.2267,1.0874,-0.042821,1.1165,-1.0248,2.0382,0.88014,0.11409,0.027268,0.17997,0.019326
-0.30103,-1.2877,1.5248,0.87205,3.2764,0.82274,1.4544,0.10117,0.29738,0.29738,0.014775
-1.4536,0.11403,-2.8502,2.6825,-1.6964,0.42562,0.76168,0.016262,0.35516,0.35516,0.013724
1.8088,-1.5046,2.528,-0.12133,0.80502,0.93923,0.1977,0.089434,0.38059,0.38059,0.013262
0.66836,0.73595,-2.1345,3.9557,0.31622,2.9463,1.7549,0.16958,0.15418,0.44972,0.0099375
-1.2621,-0.67967,1.6523,-0.075397,-0.33846,0.59905,0.26389,0.14678,0.24833,0.4154,0.014422
-0.77992,-0.39851,-2.6043,1.8993,0.82422,0.60283,0.35206,0.19618,0.2849,0.40039,0.015443
0.8634,-0.42582,-1.6216,-0.30034,1.0019,2.8308,0.8904,0.099064,0.30338,0.30338,0.0073342
0.51506,0.97517,-1.8206,0.045737,1.6903,2.7191,0.9616,0.73054,0.1278,0.16314,0.018375
-2.1803,-0.1498,1.836,-1.9144,-1.5868,2.4003,0.86183,0.041311,0.11036,0.28317,0.015372
1.644,1.5532,0.52916,1.236,-0.59979,0.51591,0.66411,0.02675,0.505,0.505,0.011
2.0972,-1.002,0.76531,-1.229,-0.26732,-0.44797,1.1135,0.15315,0.083541,0.1357,0.019946
1.0592,0.58957,-2.8597,2.7835,1.1252,-0.97211,0.70029,0.11434,0.22797,0.31204,0.016037
2.1102,-0.37798,-1.5099,-1.0741,0.48358,-0.93485,0.61543,0.040082,0.2149,0.29809,0.0095099
2.4848,0.70987,-2.5503,-0.22137,0.63457,3.0447,0.71273,0.038778,0.16166,0.44542,0.017242
0.53245,-0.16103,-2.1877,-0.14205,0.83286,0.59163,0.13329,0.18422,0.49921,0.44934,0.017044
1.8513,0.54494,-0.20094,0.086032,2.5501,0.93149,0.68932,0.015136,0.13132,0.36656,0.018395
0.40662,0.061539,-0.52768,2.4405,2.0344,1.1769,1.2022,0.021648,0.27823,0.27823,0.0040239
-2.5484,0.65684,-0.34907,-0.37559,-0.64094,1.8526,0.39701,0.013799,0.0617,0.14955,0.016356
-2.214,-0.11734,-1.2341,-1.9858,1.0409,2.7113,1.2278,0.52577,0.41637,0.41455,0.01056
1.7784,0.75712,1.6585,-0.349,0.84863,0.0061664,0.5551,0.054773,0.20286,0.14538,0.0049962
2.9811,0.29561,1.9515,2.9031,2.5429,0.0016261,1.3403,0.88856,0.11629,0.18636,0.016793
1.1099,0.45635,-2.9846,-0.7229,0.57551,0.13082,0.34086,0.12147,0.20658,0.42631,0.016426
0.39802,-0.038754,2.4078,-1.6083,0.074963,-1.3555,1.1356,0.10301,0.017804,0.095471,0.01967
0.46225,0.30601,-1.6084,0.57083,1.1404,3.2266,1.0401,0.0645,0.46998,0.34883,0.019038
1.9586,-0.49137,1.7496,0.21457,3.0351,1.4436,1.4643,0.45795,0.095311,0.2463,0.016521
1.9574,-0.11076,-0.83608,2.9396,1.1267,1.1991,1.5355,0.055034,0.097226,0.36375,0.018414
-1.532,-0.5002,2.059,-1.5218,0.10804,2.3676,0.73278,0.011376,0.090316,0.090316,0.01854
-1.1421,0.19709,1.8828,-1.2321,-1.5782,-0.74184,0.73064,0.024035,0.11608,0.19204,0.018437
-1.9488,0.0043111,-3.1011,-1.492,1.8452,1.265,0.60712,0.099815,0.10603,0.49111,0.011343
-1.6057,0.94411,0.52049,2.7285,1.7408,-1.3453,1.7475,0.34033,0.19501,0.19501,0.011832
-2.0051,-0.82959,-0.15917,2.3435,-1.0767,-1.14,0.89573,0.072295,0.46417,0.4799,0.0056153
0.69105,-0.62644,-2.5457,1.415,-0.25927,0.31832,0.1874,0.10356,0.19051,0.23778,0.0099433
-1.9481,0.52882,-0.93968,-0.96183,2.4058,3.7262,1.928,0.11626,0.75732,0.81225,0.01365
-0.00012878,0.92108,-0.90974,-0.97966,-0.0051118,1.8954,1.1347,0.018876,0.43633,0.3674,0.0023874
0.37385,-0.93463,-1.4655,-1.8311,2.322,-1.9367,1.6392,0.03345,0.34032,0.34045,0.014876
2.3681,-0.84566,2.7277,-0.27878,1.9255,-1.8528,0.97149,0.037601,0.42095,0.61955,0.010287
-2.3276,-0.25138,-0.47599,1.1509,2.642,3.006,1.2665,0.14544,0.62156,0.91154,0.017813
-3.1209,-1.2894,2.1292,-0.49557,3.7452,-0.43949,1.3271,0.086768,0.505,0.505,0.011
1.4186,1.0123,-0.53276,1.5328,2.4906,-1.5947,0.88023,0.6117,0.33144,0.45563,0.011898
-3.034,0.91187,1.595,-1.224,-1.2325,-1.5567,0.50549,0.016837,0.18043,0.19077,0.012105
-1.2426,0.39126,-0.28543,1.9558,3.4614,3.0611,1.8335,0.078403,0.016759,0.16794,0.019748
-0.55746,-0.4529,-0.0071144,2.5682,0.61066,3.1796,1.3775,0.054549,0.47991,0.4618,0.011905
1.3137,-1.2742,0.69445,-0.52302,0.59391,-0.187,1.3239,0.24701,0.25634,0.27516,0.015179
1.122,0.85389,1.1084,1.5135,-0.21234,0.79395,0.69779,0.080218,0.1395,0.15838,0.0035819
2.4378,0.48637,-1.8733,-1.0153,2.1722,2.0182,0.72892,0.041647,0.095972,0.1922,0.011554
-2.6553,1.3727,-3.1234,1.603,-0.51919,0.21013,0.48323,0.49454,0.11087,0.2173,0.019669
-1.9425,-0.34571,-3.1033,0.38779,-1.6547,2.0629,0.75178,0.19429,0.011746,0.075386,0.019803
1.1314,0.49236,1.1198,2.4066,0.73888,2.2206,1.8495,0.10774,0.32631,0.43976,0.0095622
2.6455,1.0818,-2.0374,3.6191,1.2965,1.7741,1.3654,0.40292,0.26044,0.54722,0.012744
2.8944,0.5411,-0.469,3.0591,2.9722,-0.48735,1.3366,0.92543,0.1827,0.3989,0.016157
0.84105,-1.3197,-0.15249,1.5435,3.781,-0.74413,1.3825,0.076994,0.87822,0.70274,0.0046639
2.6142,-1.2875,1.6287,-0.77729,-1.8689,3.0534,0.76755,0.08689,0.98193,0.86925,0.016842
3.0114,0.2117,-0.64363,2.7998,0.74093,-1.0891,1.4012,0.17834,0.15078,0.40567,0.005058
