Eu1,Eu2,Eu3,AngD1,AngD2,AngD3,Energy,Error,P,D,Time
-1.3086,1.0782,-2.7377,1.9587,3.719,-0.31038,1.961,0.10484,0.030974,0.17066,0.019619
-0.94785,-0.5664,1.7044,0.54389,2.546,3.0384,1.1094,0.1953,0.32442,0.68558,0.0089571
-0.18083,-0.43305,2.6162,2.6257,-1.0997,3.8009,1.7881,0.1089,0.505,0.505,0.011
0.38881,0.96547,-2.1637,3.9155,-1.6328,0.32316,1.5982,0.60972,0.48705,0.45914,0.015119
-1.6766,-0.66437,1.5686,0.83494,2.6427,2.5283,1.0496,0.016402,0.46535,0.44788,0.0034926
1.3592,0.70444,0.15408,-0.14623,0.67092,1.6733,0.5474,0.10404,0.505,0.505,0.011
1.5878,-0.94043,-3.1329,-0.8667,2.0169,-1.4355,0.59627,0.19744,0.1941,0.37926,0.0062763
-2.8452,-1.2268,-0.46775,-0.072333,1.5114,0.43225,0.33627,0.49342,0.11127,0.479,0.011789
2.9156,0.24391,-2.0523,0.89232,-1.9657,-1.3362,1.0355,0.021983,0.18777,0.32471,0.017062
1.6178,1.3855,-0.15183,1.728,-0.74737,3.2266,1.219,0.27745,0.18048,0.38445,0.016183
-2.7907,-1.3384,1.3681,-0.95499,-1.0027,3.3353,1.03,0.03785,0.75803,0.59326,0.013632
-0.48943,-0.019057,1.2487,1.1912,-1.7958,1.865,1.3052,0.035139,0.12562,0.39243,0.0069561
-1.5998,1.1002,1.4628,0.95867,2.0628,-1.3156,1.2348,0.016743,0.25012,0.38295,0.011744
-1.4301,0.082887,-2.3026,1.8196,1.0667,3.855,1.2431,0.095059,0.092729,0.3651,0.010312
1.4206,0.97057,-0.43828,-0.25551,2.8226,2.6956,1.2634,0.017421,0.47933,0.47929,0.011706
1.6417,-0.019723,2.4645,0.3035,-0.44955,3.5307,1.0257,0.017393,0.40245,0.3976,0.0028089
-2.6526,0.73752,-1.9428,3.826,1.8125,-0.26174,1.9384,0.11608,0.17637,0.42246,0.0067935
-2.3001,-0.99986,2.529,-1.7407,3.7251,2.1225,1.7536,0.01715,0.35636,0.43987,0.013702
0.25399,1.5029,-2.8479,-0.21118,-0.035118,-0.30412,0.44195,0.65112,0.19178,0.22595,0.016267
-0.52669,0.66069,-0.43318,2.4543,0.82632,2.7479,0.91741,0.09662,0.026765,0.1793,0.01969
-2.5001,1.5123,1.0717,1.0755,1.7335,0.37556,0.33508,0.64538,0.2363,0.36479,0.0052566
2.8149,-1.3171,-2.7754,1.6284,-1.5844,2.4378,0.99884,0.23977,0.064836,0.33378,0.013323
-0.14139,-0.23553,-0.61788,-0.4411,-1.4685,2.942,1.6189,0.30226,0.19886,0.13699,0.016286
-2.6718,0.12087,1.2213,3.0225,-0.34667,2.2222,1.5597,0.018058,0.040499,0.095808,0.019647
2.4093,-0.76762,2.5325,3.278,3.136,1.3842,1.927,0.054067,0.57483,0.76636,0.018722
1.813,1.2661,2.7562,2.9674,1.5666,-1.0029,1.632,0.11786,0.12679,0.25632,0.016848
1.1725,-1.1941,2.135,-1.6406,-1.6285,0.51259,1.0548,0.081428,0.27397,0.8479,0.017303
2.9861,1.2198,0.56434,1.9427,-0.035696,2.5849,1.0177,0.011417,0.052793,0.052802,0.019965
0.88332,1.3644,1.7731,0.70126,-1.1918,2.7846,0.86019,0.19669,0.14044,0.40073,0.017628
2.0143,-1.4138,1.4182,3.5111,-1.8265,-0.1708,1.0828,0.86049,0.92552,0.91719,0.019651
2.9589,0.90173,1.6611,0.67027,-1.9647,2.6366,1.0761,0.54729,0.54555,0.90093,0.0096027
0.50686,0.27777,-0.19528,0.10287,-0.86607,2.0906,0.62292,0.38689,0.22325,0.44527,0.016123
-2.2812,1.2678,-0.34265,-0.080718,-0.37422,0.029018,0.73815,0.12891,0.050386,0.36562,0.014088
1.8094,1.3649,2.9039,2.5798,-0.67767,1.3653,1.4475,0.15065,0.28751,0.46731,0.014799
-1.7992,-1.2618,3.1184,1.0001,-0.03097,2.5637,1.9364,0.29291,0.064408,0.11795,0.0076615
0.10308,1.2305,-2.7562,0.98105,-1.3578,-1.6267,0.59503,0.06802,0.35299,0.35299,0.013764
-2.4961,-0.55806,2.8332,-1.7187,0.14098,-0.79493,0.68578,0.016806,0.099799,0.13592,0.018367
-0.98185,-1.3611,-1.7015,0.056201,1.8557,1.0588,1.6714,0.09592,0.20505,0.34863,0.010366
2.119,0.50182,-0.14318,2.4925,0.20779,-1.73,1.18,0.0056573,0.11267,0.28079,0.0066432
1.8126,-0.72475,0.030713,-0.040189,1.1016,1.8715,0.49411,0.51747,0.17097,0.15937,0.018221
-1.1274,1.031,2.5767,1.8279,2.3697,2.6249,1.578,0.074333,0.32063,0.4848,0.014352
-1.8625,0.85662,1.0349,-0.044637,1.0073,3.5723,1.0582,0.24348,0.20137,0.44016,0.0052911
2.197,1.0441,-2.2365,-0.027128,0.36866,-1.39,0.89053,0.0070324,0.20485,0.34213,0.016457
-1.6659,0.71751,2.0968,1.1807,3.7834,-0.030649,1.5453,0.3126,0.31638,0.9333,0.019129
-0.04379,-0.92317,-0.92561,-0.4068,3.5213,3.3709,1.6243,0.33672,0.25499,0.43335,0.013931
1.5883,0.38121,0.00070481,1.5429,2.6185,-0.24392,0.88218,0.11139,0.45746,0.55254,0.011864
-0.46944,-0.52865,1.362,-0.55093,-1.2098,3.2094,0.95271,0.11338,0.28556,0.36382,0.0075044
-1.9657,-1.5604,2.8142,0.41481,3.1519,-1.4396,1.0929,0.17745,0.33865,0.36136,0.0081247
-2.518,-0.45606,-1.202,-0.6968,0.51619,2.9318,0.55966,0.3499,0.041213,0.31462,0.019432
0.98665,1.2808,2.4181,3.4209,1.1949,-0.092081,1.1264,0.034919,0.096232,0.405,0.0091818
-2.7988,0.028934,0.042442,0.15655,0.65071,0.105,1.1927,0.050162,0.064806,0.40304,0.014916
-1.087,-0.83827,-2.8977,-0.083746,2.5159,2.9479,1.4179,0.12024,0.54426,0.94211,0.011077
0.88763,-0.26533,0.37928,0.13692,3.9718,-0.69923,1.4941,0.014503,0.47338,0.47341,0.018154
1.8276,0.4957,2.8595,1.5274,1.878,1.8936,1.5837,0.0086805,0.076465,0.14464,0.018528
0.87828,1.056,-2.2089,-0.14574,3.1178,-1.7037,0.91298,0.20557,0.47138,0.47138,0.010389
3.0693,0.60128,2.8191,-1.748,-0.6261,0.41129,1.0205,0.051234,0.13915,0.28248,0.0081146
-0.71637,0.18385,2.7108,0.72901,2.1448,2.533,1.8908,0.51909,0.25932,0.74627,0.0087951
1.6185,-0.37889,-1.0303,2.3412,-1.0655,-0.16001,0.97876,0.1033,0.505,0.505,0.011
-2.0205,-1.5,1.4168,1.6859,0.95154,3.9708,1.2065,0.015801,0.76037,0.49499,0.0042417
-1.6517,-0.97222,-1.3874,1.5663,0.80562,-0.24807,0.4181,0.11202,0.34483,0.43023,0.012359
-0.60923,0.61934,-1.4318,1.9271,2.8928,-1.6217,1.4431,0.083795,0.40381,0.40211,0.0020966
1.2855,1.1915,1.0479,1.2189,0.57975,3.3399,1.489,0.094913,0.026625,0.13066,0.019904
3.1099,-0.18874,-3.0977,2.1425,2.2467,2.5634,1.0971,0.64793,0.19665,0.41395,0.0067807
-2.3936,1.1345,1.4245,-0.74205,0.93773,-1.4745,0.96466,0.12625,0.4375,0.46413,0.0096063
-3.0282,-0.44728,0.77295,-0.035172,1.5604,1.8742,0.65266,0.12275,0.018804,0.061501,0.019909
1.9062,-0.23053,2.7001,1.9607,0.75094,-0.16836,1.5233,0.073717,0.082178,0.19449,0.018688
1.2506,1.2434,-0.65857,-0.83588,1.792,1.9745,0.68115,0.017008,0.1837,0.37684,0.010501
2.8505,0.19547,0.61698,0.61968,1.2654,0.2416,0.47403,0.018718,0.13207,0.12956,0.011917
-0.17543,-0.3757,-0.47108,-0.36061,-1.5125,0.28094,0.61552,0.72564,0.29641,0.38845,0.01725
2.3986,1.2591,-2.2606,2.1595,1.7805,-1.5026,1.879,0.10674,0.39557,0.63567,0.01509
-1.6128,1.3691,0.51927,3.508,-0.036754,-1.5028,1.7685,0.11856,0.14953,0.21718,0.012414
-0.91423,0.64058,2.2889,3.6561,0.27446,0.4051,1.1639,0.13885,0.10156,0.45655,0.015349
-3.0477,-0.91718,0.69903,1.3568,2.3598,1.4625,0.77792,0.21281,0.22186,0.26762,0.014885
-1.1894,-0.33806,-0.68301,3.6398,-0.23471,0.59813,0.98071,0.089537,0.33543,0.36429,0.013558
1.2696,-0.52356,-1.602,1.3758,1.8716,3.412,1.0934,0.067715,0.7485,0.37172,0.015809
1.6639,-0.81019,-3.0318,3.1402,-1.9881,1.9351,1.3285,0.3283,0.63132,0.60309,0.011663
3.092,-0.40033,0.65597,-0.43518,-0.4449,-0.52956,1.1712,0.089044,0.051978,0.16491,0.0069942
-2.6385,-0.24943,-2.6353,0.64487,1.106,-0.53296,1.3386,0.079423,0.2458,0.7822,0.015713
-1.3802,-0.47802,-0.22079,-0.89144,3.025,-0.72348,1.143,0.082108,0.033206,0.1428,0.019221
-0.50988,0.43464,1.193,0.040751,-1.7669,3.3458,1.8696,0.0475,0.15269,0.31674,0.016228
-0.40125,-1.2235,1.5277,0.81939,0.7483,-0.33564,0.13524,0.67988,0.17481,0.38815,0.019928
1.029,-0.098843,-0.16544,-1.3219,1.7723,3.4752,1.1761,0.011125,0.43388,0.37464,0.012816
-0.11672,-0.1514,2.1574,2.5807,-1.3353,-0.78372,1.2445,0.081795,0.17943,0.4423,0.0087919
-0.6575,-1.3127,-2.1818,2.1065,1.2579,1.8044,0.58729,0.11572,0.28894,0.26396,0.0062636
-2.7295,0.63684,-0.61107,0.71886,-0.37281,2.303,0.99375,0.10667,0.043894,0.32714,0.015415
-2.7378,-0.98789,1.7175,2.9969,1.5755,1.6355,1.3437,0.073159,0.43303,0.5769,0.014028
-0.59682,-0.33915,-1.5862,-1.6141,1.2152,0.71992,0.4732,0.065679,0.5982,0.43932,0.0096067
0.12352,-0.22316,-0.92828,3.2612,-0.47809,0.49252,1.041,0.052855,0.62583,0.38469,0.0088165
2.2234,-1.265,-1.9911,2.423,0.25729,3.1634,1.2002,0.025644,0.13726,0.20916,0.017255
2.1503,-0.70152,-2.7786,3.7059,1.2502,1.086,1.3345,0.68535,0.039929,0.22189,0.019992
2.3525,0.07251,0.69738,2.8037,1.121,0.47301,1.4602,0.11124,0.051383,0.054578,0.019278
-0.3844,0.57609,2.933,2.7516,2.2467,1.1822,1.306,0.019389,0.41762,0.40325,0.012445
-2.2876,-0.12287,2.861,2.1277,0.083464,3.2144,1.9248,0.01813,0.21945,0.21945,0.01667
-0.75225,0.91435,1.9697,0.28279,1.2288,2.9784,1.0939,0.17291,0.24952,0.24952,0.015645
-0.51171,0.10663,0.2706,-1.3138,1.3856,2.3032,0.68844,0.17768,0.32474,0.32073,0.019828
-0.48217,0.48216,1.1633,-1.5056,-1.7824,-1.331,0.65328,0.157,0.46866,0.46953,0.010859
1.8948,-1.4158,-2.0652,1.1014,1.0237,-0.51662,0.36806,0.01196,0.23102,0.42351,0.016487
-1.3223,-0.43844,2.8787,-0.062637,0.5926,0.037162,0.29128,0.21172,0.10382,0.4214,0.01252
1.782,-0.066145,-0.0957,2.5846,-0.39537,-1.6097,0.7172,0.35633,0.33328,0.42316,0.012488
-0.95206,-0.01577,-0.003452,-0.59332,-1.3677,2.6174,0.53504,0.029583,0.22413,0.38544,0.0098583
0.67874,-1.2025,-2.4398,0.97796,-1.8745,0.22642,0.5878,0.061615,0.4721,0.34933,0.01756
-2.0791,-1.4362,2.4182,1.016,3.297,0.67627,0.98487,0.12254,0.75973,0.75973,0.015631
3.012,-0.12042,-0.99504,-0.30002,1.2097,1.3372,0.80984,0.22522,0.23608,0.23608,0.0061106
-1.1524,1.5012,-1.175,-1.5214,0.20586,3.6905,1.1917,0.13344,0.053128,0.053691,0.0088642
-1.9395,0.40904,0.26085,0.73144,-1.3168,-1.37,0.42511,0.36473,0.13046,0.29978,0.014731
-2.6088,0.46132,0.83949,2.0157,2.0461,1.488,1.8574,0.071496,0.34404,0.55867,0.0050371
-1.8706,1.0811,2.4526,-0.11025,0.41881,2.3404,1.3109,0.041532,0.23739,0.23739,0.015866
-0.0074938,0.61275,-3.0016,3.3329,-0.16323,2.1749,1.0142,0.1023,0.97904,0.64788,0.019619
-2.3047,-0.4301,2.6551,-0.20759,0.38719,2.8498,1.161,0.13088,0.09932,0.18787,0.010507
0.83426,-1.4154,-0.13025,1.4699,1.6359,1.9304,0.6905,0.15253,0.19895,0.47831,0.014647
-0.2672,1.1218,0.94989,-0.36357,1.8571,1.1128,1.2478,0.08914,0.012962,0.052442,0.015627
0.55056,1.2479,-2.4192,-1.2374,2.7824,1.917,1.4357,0.099873,0.45741,0.49058,0.01084
-2.3635,-0.58507,-1.8323,3.2241,-0.89173,-0.6685,1.2354,0.10927,0.37874,0.33823,0.0084336
-0.37316,0.54408,2.7243,3.2628,-0.015883,1.2191,0.96642,0.011447,0.18984,0.31254,0.0075008
-2.6265,1.4701,-1.5478,-1.256,1.6134,1.9466,1.3007,0.084554,0.35788,0.35788,0.013675
-0.54482,-0.61284,-1.1894,1.1415,-0.21147,-0.37014,0.1989,0.55382,0.42405,0.22434,0.013044
-1.2,1.1977,-0.094083,1.4359,-0.50854,-0.73646,0.99292,0.038216,0.26024,0.3088,0.012608
-1.2013,0.57853,1.3995,1.2845,0.84317,3.9351,1.692,0.16711,0.27888,0.84686,0.017424
-2.4247,-0.58127,1.4112,2.9543,-1.7848,3.1307,1.8382,0.018474,0.04921,0.38094,0.019243
-0.46323,-0.30611,-1.6252,0.31805,0.29605,-1.812,0.47096,0.041542,0.48695,0.46966,0.012005
-1.3241,0.33201,2.8792,-1.5867,-0.59182,-1.7023,0.60474,0.10535,0.25087,0.47819,0.017936
-0.29681,-1.0598,1.3392,-1.121,0.02093,-1.4887,0.75829,0.085951,0.052886,0.12994,0.013653
1.0016,-0.06578,-2.7818,2.1551,3.5154,-0.95868,1.3387,0.26626,0.69943,0.55694,0.011858
-0.45716,-0.16305,-0.92969,0.10416,-0.26433,2.7789,1.2781,0.11172,0.35635,0.44072,0.0041256
1.4524,1.2331,-1.728,2.1563,-0.029434,-0.29558,0.37513,0.023056,0.13502,0.2114,0.010443
-0.026431,0.18332,-3.0382,2.911,1.4274,-1.425,0.87152,0.40289,0.79631,0.64562,0.019805
2.322,-0.50096,-2.1153,3.5242,0.46144,1.1745,1.3966,0.01594,0.39802,0.40831,0.012757
-0.43154,1.2316,-2.3998,-0.99144,1.4688,0.16939,0.37128,0.015796,0.38877,0.36494,0.010508
-0.48914,-0.94403,1.1542,1.2052,-0.53724,-0.20208,0.46667,0.1691,0.40757,0.43854,0.0082016
2.2377,-0.12509,0.32791,1.4427,-0.49682,1.3791,1.2497,0.12982,0.11402,0.2664,0.0066598
1.5668,-1.0235,1.6983,0.67825,-0.48835,-0.69596,0.74827,0.052277,0.39716,0.43148,0.0028605
-3.0578,1.2869,1.7039,2.425,-1.4466,0.079204,0.77701,0.011573,0.46997,0.43808,0.012733
-2.053,0.90307,-0.2002,-0.69755,1.4102,2.083,1.0551,0.13131,0.31716,0.61187,0.0087351
2.2548,-1.0951,-1.1642,2.1779,3.5332,2.1929,1.6672,0.17199,0.48206,0.84505,0.011417
2.0692,-1.2496,-2.1313,3.2312,0.031426,3.2827,1.8262,0.1234,0.46575,0.65661,0.011824
0.93812,0.51967,0.53944,1.795,1.3557,2.859,1.5862,0.10877,0.15625,0.42695,0.0047041
-1.9405,-0.91497,2.172,1.3891,3.9391,3.8245,1.9207,0.50016,0.68845,0.99897,0.0063462
-1.8263,0.60174,-1.7962,-0.4393,0.52491,-1.0577,0.2827,0.049203,0.28137,0.4043,0.0048049
0.41386,0.32805,-0.25809,2.4825,1.9547,-0.3469,1.0294,0.012959,0.35367,0.35367,0.0082485
0.12012,-1.0237,-2.158,-0.75795,3.3852,-0.14647,1.2676,0.017708,0.075611,0.097432,0.019247
0.8442,-1.1466,-1.8496,-0.33495,-1.5111,2.7624,0.80374,0.5768,0.505,0.505,0.011
2.7141,-0.42799,-0.79095,-0.33073,2.0369,1.2269,0.70114,0.024344,0.011022,0.11864,0.018037
2.1283,0.31456,-2.9123,-1.3335,-0.12555,-1.6848,0.63486,0.0078127,0.022102,0.05643,0.015859
-1.8358,-0.4748,2.0092,0.56054,0.10351,0.5912,0.72858,0.08038,0.17989,0.17989,0.0050888
-3.0162,-0.92759,0.56139,-0.88607,1.1431,2.5097,0.70111,0.037074,0.22461,0.22461,0.016098
1.6769,-0.50014,2.4803,3.8738,0.77232,3.7555,1.6536,0.11071,0.58449,0.7146,0.0068952
-0.010264,0.0083482,0.3583,-1.4263,-1.9576,0.50661,0.56946,0.013119,0.49079,0.49079,0.010742
2.7649,1.4485,-1.643,1.0309,1.9007,1.1494,1.8705,0.11586,0.32502,0.68498,0.0077276
0.65058,-0.89516,1.7881,1.77,-0.22698,0.48147,0.82586,0.14483,0.073526,0.095204,0.018845
-2.2495,-1.2355,-0.62762,-0.56167,-0.67202,3.016,0.53735,0.30387,0.42359,0.42359,0.01248
-1.5891,1.5541,1.8336,3.2047,1.084,-1.7455,0.85441,0.26245,0.3753,0.3753,0.0025756
2.5886,-0.42709,-0.55884,0.37954,-0.85612,3.3947,1.1964,0.016096,0.063835,0.21,0.019021
-2.6541,-0.80604,1.0773,-0.77397,1.7292,3.4616,0.94885,0.015607,0.40234,0.60255,0.019963
-0.42971,-0.70982,-1.2057,3.0447,0.2774,-1.2507,1.0207,0.050174,0.33881,0.4427,0.010453
2.5548,1.1664,0.17067,-1.032,0.5253,-1.9808,0.46296,0.12492,0.22847,0.2302,0.0094353
-1.6571,0.86199,0.55621,1.0787,-0.73931,-0.7898,0.7036,0.041216,0.094123,0.26683,0.015128
0.15741,0.64726,-2.5369,3.9525,1.4444,-0.42946,1.2978,0.11132,0.89833,0.64565,0.0060997
0.69878,-0.4297,2.2885,1.215,-0.34734,1.8766,1.2067,0.055033,0.17246,0.1171,0.017524
-1.2446,-1.2585,2.2837,-1.279,-0.9499,0.25447,0.45773,0.018798,0.12669,0.4026,0.010472
-1.5248,0.45221,-2.6528,2.3444,-0.6099,1.901,0.82997,0.21588,0.505,0.505,0.011
-1.0123,0.8644,2.393,0.86407,-0.39646,-1.0134,0.20337,0.20143,0.37491,0.69916,0.01329
1.1974,1.2531,-1.1741,0.18707,1.3766,2.7572,1.6552,0.020207,0.30462,0.4821,0.01971
-2.0541,-0.49219,1.4162,-1.5025,3.5452,0.65662,1.647,0.013315,0.30151,0.47526,0.018493
-2.6507,0.0043535,-0.81779,3.6997,-0.043368,0.81474,1.2242,0.32591,0.043893,0.21273,0.016541
2.54,1.266,2.043,1.1286,-1.4111,-0.56456,0.90497,0.035703,0.43299,0.57701,0.012309
0.29295,0.15038,2.4642,-0.6599,1.3472,2.3451,0.79406,0.19561,0.54788,0.94748,0.01045
-2.4953,-0.065235,-3.0124,-1.2795,-1.0457,0.37939,1.4543,0.06198,0.10337,0.25941,0.017152
3.0428,-0.41294,-0.64926,0.83019,1.8111,1.6968,1.4247,0.021062,0.20573,0.51295,0.015047
-1.566,-0.89581,-2.5729,1.9927,-0.59181,-0.70271,0.43588,0.018447,0.21144,0.25237,0.017545
-2.024,0.15176,-0.20557,0.54455,1.1266,-1.194,1.3369,0.026477,0.041575,0.098549,0.016851
2.1462,0.29948,2.3263,-0.60579,1.9175,-0.88608,1.0814,0.23766,0.11666,0.25064,0.0067773
-0.56201,-1.0297,-0.53044,2.3934,3.0054,1.6356,1.8628,0.021316,0.47439,0.47439,0.010444
-0.6249,-1.2442,3.0866,-1.8091,0.28658,2.1213,0.76756,0.013408,0.070199,0.070249,0.018905
-0.35171,-0.88449,-0.70872,0.62401,0.87541,-1.7444,0.50679,0.49262,0.24627,0.24627,0.015704
-0.8712,-0.097271,2.4265,3.8686,-1.0158,0.29489,1.2064,0.031546,0.22523,0.40912,0.0069199
-0.62456,0.65467,2.5074,-1.1589,1.543,1.9886,1.9184,0.061449,0.31985,0.43039,0.015936
1.4598,1.5195,-2.556,-1.9915,1.5293,0.6043,1.2125,0.2289,0.20346,0.78876,0.014252
-1.2359,1.2967,1.6763,-0.58932,-1.9116,3.5394,1.0137,0.11642,0.097464,0.21237,0.019014
-0.72186,-0.76605,2.143,2.1035,0.28927,2.112,1.9732,0.06644,0.28859,0.63627,0.0070817
2.2082,1.0004,2.0411,3.446,1.0116,1.9316,1.5407,0.43022,0.20335,0.20335,0.019708
-1.5376,-0.73048,-1.8326,1.3238,1.7047,-1.4672,0.89605,0.070729,0.062236,0.2931,0.017693
-2.9142,-0.82865,2.6159,2.3654,0.62113,3.7782,1.3551,0.11821,0.17653,0.40101,0.014554
0.84438,-0.62432,1.3445,0.6278,1.3688,-1.3428,1.9044,0.042424,0.4353,0.4353,0.012267
0.82333,-1.3934,2.4464,1.7445,1.0628,-1.9809,0.84977,0.021675,0.22067,0.46298,0.011758
0.010001,-1.1527,2.8979,3.5127,0.16024,1.9727,1.0957,0.018467,0.68079,0.95676,0.019212
-2.8007,-0.28552,-2.848,0.42967,-1.0593,1.9909,1.8798,0.075004,0.16469,0.16469,0.017187
0.0058195,0.85604,-2.7121,1.9968,1.9765,-1.3051,0.63771,0.091531,0.29527,0.36468,0.011286
2.3906,-1.3305,3.115,-0.0099046,0.16785,1.9615,0.22989,0.019906,0.11736,0.27589,0.01077
-0.32863,-0.094001,-1.8524,0.2679,2.5757,-0.949,0.73982,0.018642,0.11816,0.39784,0.0093754
-1.5505,-0.74546,-2.502,2.341,-0.98837,-1.6005,0.92977,0.068125,0.033379,0.075265,0.019567
-0.2253,0.82102,-0.82847,2.5966,-0.28577,1.0773,1.0707,0.091175,0.36242,0.37798,0.015527
-1.4613,1.2587,2.9693,-0.59697,-0.65769,1.4948,0.39483,0.10806,0.033737,0.24619,0.015706
0.32884,0.81408,1.9171,-1.6337,1.0231,-1.5819,0.46598,0.54257,0.27186,0.93121,0.016917
0.36215,1.0724,0.29854,-0.82777,3.4942,-1.0657,1.297,0.71581,0.505,0.505,0.011
-0.24818,-0.81482,2.9726,2.4112,2.4259,3.4412,1.6978,0.088528,0.34449,0.45522,0.01621
1.2652,1.4173,-1.8043,2.4235,1.5987,-1.4623,0.74063,0.022635,0.3437,0.45247,0.019839
-1.5282,1.5002,0.89852,-1.9661,-0.26937,-0.2355,1.013,0.010212,0.11103,0.6103,0.012976
0.41954,-1.4833,-1.3913,-0.80973,-1.3276,-0.11163,0.60123,0.016917,0.16513,0.16513,0.0048206
1.4366,0.70771,-0.92037,2.7795,1.7321,0.93483,1.7496,0.020247,0.45913,0.48323,0.011281
0.41144,0.14044,0.48454,2.4988,-0.85619,-0.77287,0.84838,0.16155,0.065276,0.20607,0.016158
-2.3617,0.69783,0.44635,2.7224,2.4694,2.7693,1.8334,0.46479,0.038994,0.23333,0.019473
-0.7392,1.0338,-1.3177,-0.12161,0.64434,0.36904,0.10262,0.18612,0.36359,0.3845,0.01844
2.5635,-1.4103,-1.5667,3.1691,1.6452,-0.33592,1.0135,0.22582,0.015581,0.14965,0.018951
1.3782,1.2023,2.0702,-1.3151,1.831,-1.0902,0.94295,0.092528,0.20052,0.19795,0.0080359
1.2,-1.0934,-0.59655,2.6575,3.073,1.6451,1.5707,0.11012,0.43941,0.49344,0.011358
-0.053186,-0.46783,-0.97332,0.98166,-0.26058,0.47155,0.091008,0.024381,0.37061,0.33508,0.013181
-3.1341,-1.1482,-1.7654,-0.4145,0.52449,3.8525,1.1663,0.051076,0.16572,0.4688,0.016349
-2.9146,-0.36585,-0.42887,2.6428,0.73836,-1.059,1.3311,0.12762,0.040421,0.048067,0.019265
3.1238,-1.0197,2.8638,-1.495,0.75623,1.1582,0.46847,0.011766,0.17747,0.32338,0.0076977
2.0363,-1.2145,-2.3886,1.4044,-0.3354,2.4484,0.67324,0.075762,0.505,0.505,0.011
-1.2737,-0.42478,-1.3717,2.859,-0.22433,1.3098,0.85889,0.138,0.44724,0.44724,0.01205
-1.793,0.56329,2.8643,2.8833,-1.0092,-0.31906,0.74894,0.11168,0.17757,0.30382,0.0044373
3.0919,1.1617,-1.874,-1.3547,2.3301,0.8947,1.3099,0.28653,0.21716,0.21716,0.013479
-1.7524,0.79155,-2.9812,-1.2007,1.2361,-1.7972,0.42975,0.098773,0.36829,0.48918,0.012269
0.76605,1.0139,-1.1005,0.43084,1.9093,0.74676,0.34296,0.40244,0.27449,0.49072,0.006013
1.0362,1.4801,-1.9759,0.20475,-0.69662,3.5638,1.8611,0.6751,0.16665,0.24527,0.01881
-0.81634,-0.91675,2.3701,-0.0031801,0.85974,2.5226,1.7227,0.1418,0.011981,0.087726,0.01514
-2.6528,0.81933,0.262,-1.0674,0.79951,3.581,1.6802,0.013691,0.17179,0.26568,0.0085698
2.1564,-0.87917,-0.17122,2.7506,0.85011,1.8489,0.85605,0.050409,0.025603,0.064284,0.018356
0.033216,1.5645,-1.3877,3.8831,-0.36347,-0.62932,1.2682,0.14534,0.47998,0.47998,0.019659
1.3322,-0.028091,2.9448,2.733,-1.6173,2.4958,1.1901,0.26971,0.19527,0.45896,0.0054868
-2.4538,0.18193,-0.80153,0.59764,-0.40362,-1.6119,1.063,0.071247,0.30773,0.2818,0.014517
2.285,-1.3985,0.72133,1.6608,1.3005,1.954,0.57573,0.24944,0.17315,0.17382,0.0085259
1.8686,0.082178,0.24849,-0.97978,-0.2853,0.1442,0.14243,0.22187,0.27389,0.57889,0.016994
0.4106,-1.5534,-1.3842,2.3096,2.6009,0.10771,1.1046,0.11407,0.505,0.505,0.011
0.53767,-1.5607,1.5236,1.805,1.4338,3.0393,1.0352,0.042623,0.18366,0.47793,0.019934
-2.8694,0.66595,-2.5173,-1.879,0.13473,0.68593,0.40282,0.030457,0.22457,0.41934,0.0094226
1.474,-0.78084,-2.0492,-1.7619,0.17171,-1.4295,0.34662,0.20739,0.25115,0.45539,0.013938
-3.1272,0.2912,-1.7393,0.016581,-1.4818,-0.48484,0.21588,0.076133,0.03902,0.19264,0.01778
2.5372,0.014024,0.86553,-1.8964,3.5272,-0.34513,1.8443,0.10254,0.38172,0.4704,0.0059406
0.057979,-0.084642,2.5979,3.4584,0.26854,2.0138,0.97284,0.28215,0.38991,0.49164,0.015043
-1.082,0.64899,-2.9413,-0.79698,0.53795,0.93896,1.1426,0.021524,0.25656,0.42407,0.0066338
0.75007,-0.52998,-2.0306,1.8507,3.7636,3.1411,1.9712,0.074545,0.34983,0.34983,0.0081787
-0.10509,0.30179,-0.37735,-1.5594,3.1947,0.052595,1.5131,0.12504,0.1118,0.41585,0.010222
2.6438,0.80381,-1.9831,0.18627,-0.26906,0.3398,0.19667,0.11561,0.082169,0.102,0.0041922
-1.6907,-0.68704,-1.9146,0.4149,-1.7148,0.70188,0.44789,0.093842,0.25188,0.25188,0.0063978
-0.14367,-0.83146,-2.4074,1.7767,-1.2363,2.1869,0.77023,0.016603,0.57785,0.43241,0.01232
0.29053,-0.6938,2.7516,-1.2704,0.38507,3.5098,0.99295,0.034836,0.22288,0.45562,0.011703
-0.22962,1.0773,0.6627,0.78089,-0.95571,-1.2848,0.51407,0.011863,0.069534,0.48975,0.011277
3.0243,0.41474,0.20331,-1.261,-1.2633,0.19958,1.1321,0.11549,0.14588,0.16295,0.0048766
-0.25643,-0.050294,1.8498,1.343,1.4039,3.9934,1.4615,0.31096,0.25435,0.78168,0.019805
0.86993,-1.0517,-2.1092,-0.56839,-0.95751,3.5644,1.1624,0.95926,0.47263,0.46889,0.011576
1.3685,-1.4362,-3.0154,1.509,-1.015,2.3832,0.57797,0.11193,0.2287,0.2287,0.0059763
