Eu1,Eu2,Eu3,AngD1,AngD2,AngD3,Energy,Error,P,D,Time
2.2098,0.81468,3.1416,-2,-2,-2,1.5973,0.05498,0.505,0.505,0.011
-0.35136,0.81468,1.278,0,2,-2,0.88419,0.52634,0.505,0.505,0.011
-0.46848,0.46332,2.7902,-2,0,0,0.98443,0.070124,0.505,0.505,0.011
0.3462,-1.278,-0.35136,0,0,0,0.0087176,0.74588,0.505,0.505,0.011
0.46332,0,-0.9318,0,-2,-2,1.2198,0.084169,0.505,0.505,0.011
-1.6294,1.1609,2.7902,0,0,0,0.033525,0.30092,0.505,0.505,0.011
2.0927,-0.23424,-2.5612,0,2,0,1.271,0.020455,0.505,0.505,0.011
-0.23424,6.94E-18,-2.7954,0,2,2,1.0848,0.25282,0.505,0.505,0.011
0.46332,1.3951,-2.7954,2,-2,0,1.506,0.11541,0.505,0.505,0.011
2.9074,1.0489,2.6731,-2,0,0,0.63231,0.084713,0.505,0.505,0.011
1.5122,0.11712,0.58044,2,2,-2,1.0195,0.10673,0.505,0.505,0.011
2.3269,1.3951,3.0245,0,2,-2,1.6171,0.037921,0.505,0.505,0.011
-2.7954,1.3951,1.1609,0,0,-2,0.32028,0.10767,0.505,0.505,0.011
1.3951,-0.9318,-1.8636,-2,2,0,0.75196,0.0080651,0.505,0.505,0.011
-1.6294,0,2.0927,0,-2,-2,1.484,0.086992,0.505,0.505,0.011
-0.23424,0.69756,1.8584,-2,0,2,1.4728,0.073506,0.505,0.505,0.011
-2.6783,-1.278,0.58044,0,-2,-2,1.1194,0.11015,0.505,0.505,0.011
0.3462,0.35136,1.9756,-2,-2,0,1.4315,0.10597,0.505,0.505,0.011
-1.0489,0.35136,-3.1416,0,2,-2,0.90934,0.090834,0.505,0.505,0.011
-0.11712,-0.58044,-0.11712,0,2,-2,0.7151,0.31735,0.505,0.505,0.011
-2.7954,1.3951,3.0245,2,0,2,1.3629,0.059492,0.505,0.505,0.011
-2.7954,6.04E-16,-2.7954,2,2,0,1.7517,0.15239,0.505,0.505,0.011
-0.9318,1.1609,1.3951,0,-2,0,1.0466,0.18279,0.505,0.505,0.011
-1.7465,0.11712,-1.7465,2,-2,-2,0.85108,0.10962,0.505,0.505,0.011
3.1416,-0.3462,-1.9807,0,2,2,1.6268,0.13925,0.49859,0.49859,0.010883
-0.23424,-0.9318,-0.46848,-2,-2,2,1.2686,0.18847,0.505,0.505,0.011
-2.7954,1.3951,1.8584,2,-2,-2,0.9008,0.76339,0.505,0.505,0.011
-2.7954,1.3951,-1.8636,-2,0,-2,0.48588,0.4775,0.505,0.505,0.011
-0.81468,-1.278,1.278,-2,2,-2,1.0307,0.0090015,0.505,0.505,0.011
-1.7465,1.0489,3.1416,0,-2,2,0.90968,0.10475,0.505,0.505,0.011
-1.166,-0.46848,-2.7954,-2,-2,0,0.70078,0.34508,0.505,0.505,0.011
2.2098,0.35136,0.58044,0,-2,0,1.3251,0.0068592,0.505,0.505,0.011
-1.6294,-0.9318,3.0245,-2,0,0,1.322,0.10197,0.505,0.505,0.011
1.1609,0.69756,0.69756,2,2,-2,1.0906,0.096705,0.505,0.505,0.011
1.1609,-0.23424,-0.23424,-2,2,0,0.60637,0.1812,0.505,0.505,0.011
-0.46848,-0.9318,-1.6294,0,-2,-2,0.74215,0.11528,0.505,0.505,0.011
-2.5612,-0.9318,1.3951,0,-2,-2,1.3552,0.067741,0.505,0.505,0.011
-2.7954,-0.23424,0.69756,2,-2,0,1.6863,0.0087034,0.505,0.505,0.011
-1.6294,1.3951,1.8584,2,-2,2,1.3087,0.11833,0.505,0.505,0.011
-2.5612,1.1609,-0.46848,2,0,0,1.4674,0.099075,0.505,0.505,0.011
0.46332,0.69756,3.62E-17,-2,2,2,1.188,0.069564,0.505,0.505,0.011
-0.46848,-1.166,-1.8636,0,-2,-2,0.54487,0.48217,0.505,0.505,0.011
0.46332,-0.46848,-1.8636,-2,2,0,0.90198,0.082659,0.505,0.505,0.011
-1.0489,1.0489,-0.35136,2,-2,-2,0.96796,0.28491,0.505,0.505,0.011
1.3951,-0.46848,-0.46848,-2,0,0,0.49325,0.043799,0.505,0.505,0.011
-2.7954,0.46332,3.0245,0,-2,-2,0.94102,0.086783,0.505,0.505,0.011
1.1609,-0.9318,-1.86E-16,2,0,-2,0.92497,0.095041,0.505,0.505,0.011
-2.444,-1.5122,0.3462,-2,-2,2,0.87348,0.13618,0.505,0.505,0.011
-1.166,-1.166,-1.6294,-2,2,2,1.2121,0.077321,0.505,0.505,0.011
3.1416,1.0489,1.278,-2,2,0,1.215,0.060497,0.505,0.505,0.011
-1.8636,1.1609,-1.6294,0,-2,2,1.8899,0.012578,0.505,0.505,0.011
-0.46848,1.1609,-1.166,-2,2,0,1.0114,0.1063,0.505,0.505,0.011
-1.8636,0.46332,-2.5612,-2,2,0,1.7776,0.039681,0.505,0.505,0.011
-0.46848,1.1609,3.0245,2,2,-2,1.5269,0.041085,0.505,0.505,0.011
0.3462,-1.5122,-1.2832,0,0,-2,0.48062,0.10558,0.505,0.505,0.011
-0.35136,-0.58044,0.3462,-2,0,0,0.59769,0.025157,0.505,0.505,0.011
-1.8636,-0.23424,1.3951,-2,2,-2,1.6085,0.58582,0.505,0.505,0.011
-0.23424,-0.23424,1.3951,-2,-2,-2,1.8953,0.049037,0.50726,0.50274,0.011041
-3.1416,-1.5122,1.278,-2,2,0,1.9529,0.05501,0.505,0.505,0.011
2.9074,-1.5122,-2.444,-2,-2,0,1.9835,0.0078894,0.505,0.505,0.011
1.8584,1.3951,0.46332,2,-2,-2,0.84643,0.09946,0.505,0.505,0.011
-0.35136,0.81468,2.6731,-2,2,-2,1.7357,0.071613,0.505,0.505,0.011
0.46332,-1.166,-0.23424,0,0,2,0.28068,0.40527,0.505,0.505,0.011
2.6731,-1.278,0.3462,0,0,0,0.95778,0.046987,0.505,0.505,0.011
-0.9318,-0.46848,3.0245,0,0,0,0.47465,0.10922,0.505,0.505,0.011
-1.2832,0.81468,-1.9807,0,-2,0,0.68078,0.037829,0.505,0.505,0.011
-0.46848,-1.166,-2.7954,-2,0,2,1.1554,0.069067,0.505,0.505,0.011
-1.0489,0.81468,-2.444,0,-2,0,0.35448,0.12471,0.505,0.505,0.011
1.43E-17,-0.23424,-1.166,-2,0,2,0.94081,0.18827,0.505,0.505,0.011
2.2098,0.81468,2.2098,0,0,0,0.5885,0.10456,0.505,0.505,0.011
1.278,1.0489,3.1416,0,-2,0,1.9617,0.10007,0.505,0.505,0.011
1.3951,-0.23424,0,0,0,-2,0.42666,0.056694,0.505,0.505,0.011
2.0927,2.50E-16,2.7902,-2,2,0,1.6204,0.1101,0.505,0.505,0.011
1.9756,-0.3462,-1.9807,0,2,-2,0.76927,0.055913,0.505,0.505,0.011
1.1609,0.46332,1.3951,2,2,0,1.7206,0.10224,0.505,0.505,0.011
-0.11712,0.35136,-0.81468,0,0,-2,0.3643,0.074183,0.505,0.505,0.011
1.9756,1.2832,-1.2832,0,0,-2,0.41445,0.096029,0.505,0.505,0.011
1.8584,-0.23424,-2.7954,-2,-2,0,1.9032,0.051646,0.505,0.505,0.011
2.9074,1.0489,-1.2832,-2,-2,-2,1.7964,0.14937,0.505,0.505,0.011
-1.0489,-1.278,1.278,2,-2,2,1.5186,0.074639,0.505,0.505,0.011
3.52E-17,-1.166,-0.23424,-2,-2,2,0.92381,0.097245,0.505,0.505,0.011
-1.166,-0.23424,-1.6294,2,-2,-2,1.0061,0.099598,0.505,0.505,0.011
-2.444,-1.5122,-1.9807,0,0,2,1.3046,0.10441,0.505,0.505,0.011
2.6731,0.81468,-2.444,0,0,0,0.79193,0.10579,0.505,0.505,0.011
-2.6783,-0.3462,-0.81468,2,-2,0,1.0464,0.11897,0.505,0.505,0.011
0.3462,-0.3462,-1.0489,2,0,-2,1.2801,0.59699,0.505,0.505,0.011
1.9756,-0.3462,-2.444,-2,0,2,0.57918,0.30763,0.505,0.505,0.011
2.9074,-0.58044,2.9074,0,-2,-2,1.638,0.087795,0.49513,0.49513,0.011179
-1.8636,0.69756,-0.46848,2,-2,0,1.0756,0.063619,0.505,0.505,0.011
-0.11712,-0.58044,-1.2832,2,-2,-2,1.8507,0.085649,0.505,0.505,0.011
1.1609,-0.46848,-1.6294,-2,0,0,0.48585,0.056186,0.505,0.505,0.011
-0.81468,1.2832,2.9074,0,-2,-2,0.55774,0.099298,0.505,0.505,0.011
0.46332,-1.39E-17,-2.5612,-2,-2,0,1.0714,0.081191,0.505,0.505,0.011
0.46332,-0.46848,-2.7954,-2,-2,2,1.3644,0.38396,0.505,0.505,0.011
-1.7465,1.0489,1.5122,0,2,2,1.414,0.099628,0.505,0.505,0.011
0.46332,-0.46848,-2.7954,0,2,2,1.2802,0.030506,0.505,0.505,0.011
1.9756,0.81468,-3.1416,0,0,2,1.4629,0.1174,0.505,0.505,0.011
1.9756,1.2832,1.9756,-2,-2,2,0.85544,0.62825,0.505,0.505,0.011
-0.46848,1.1609,-1.6294,-2,2,2,1.3749,0.049084,0.505,0.505,0.011
-1.6294,-5.55E-17,-1.166,0,0,-2,0.23222,0.3036,0.505,0.505,0.011
2.9074,1.0489,-1.2832,0,2,0,1.4506,0.10072,0.505,0.505,0.011
-1.7465,-1.278,-1.7465,0,0,2,0.7481,0.075528,0.505,0.505,0.011
1.8584,1.3951,-1.6294,2,2,2,1.1436,0.09842,0.505,0.505,0.011
1.9756,0.11712,2.2098,-2,-2,-2,1.6545,0.069442,0.505,0.505,0.011
0.3462,-0.58044,-1.9807,2,0,2,0.63647,0.10195,0.505,0.505,0.011
1.3951,1.3951,-0.9318,2,2,2,1.0109,0.65983,0.505,0.505,0.011
-0.11712,-1.278,-0.81468,2,2,0,0.83317,0.034363,0.505,0.505,0.011
-1.7465,-0.58044,1.5122,-2,2,0,0.78674,0.11211,0.505,0.505,0.011
1.1609,-0.9318,2.7902,-2,2,2,1.1655,0.015819,0.505,0.505,0.011
-1.7465,-1.5122,-2.6783,0,0,2,1.8354,0.31926,0.505,0.505,0.011
-2.6783,1.2832,3.1416,-2,2,0,0.95873,0.098517,0.49841,0.49841,0.01112
3.0245,1.1609,-2.26E-16,-2,0,0,1.0482,0.098171,0.505,0.505,0.011
-1.6294,0.69756,-0.23424,-2,0,0,0.29264,0.58182,0.505,0.505,0.011
1.5122,0.81468,-0.81468,2,-2,0,1.0599,0.0081112,0.505,0.505,0.011
-1.0489,1.0489,-1.0489,0,-2,2,0.77899,0.37097,0.505,0.505,0.011
-1.9807,0.35136,0.58044,-2,2,2,1.5869,0.10968,0.505,0.505,0.011
0.58044,0.81468,-2.6783,2,-2,2,1.0312,0.1078,0.505,0.505,0.011
-1.2832,1.2832,0.58044,0,-2,0,1.0891,0.087453,0.505,0.505,0.011
0,-0.9318,2.0927,-2,0,2,1.673,0.071004,0.49923,0.49923,0.011105
1.278,-0.58044,-0.11712,2,0,0,0.51923,0.15923,0.4958,0.4958,0.011167
2.3269,-0.9318,0.69756,0,2,2,1.5206,0.080715,0.505,0.505,0.011
-1.2832,0.35136,3.1416,2,-2,2,0.99349,0.015658,0.505,0.505,0.011
1.278,0.35136,2.6731,2,2,2,1.6349,0.096991,0.505,0.505,0.011
-1.6294,5.55E-17,2.3269,0,-2,-2,1.154,0.11118,0.505,0.505,0.011
0.3462,-1.5122,2.6731,2,0,2,0.81516,0.10752,0.505,0.505,0.011
0.3462,-0.58044,1.278,0,0,0,1.2274,0.041931,0.505,0.505,0.011
-1.166,0.69756,1.1609,2,-2,0,1.8537,0.1003,0.505,0.505,0.011
0.58044,1.0489,-1.7465,2,-2,0,0.7137,0.12865,0.505,0.505,0.011
0.46332,0.69756,-0.23424,0,0,-2,0.36055,0.29007,0.505,0.505,0.011
-1.7465,-1.278,-1.0489,2,2,0,0.84918,0.85275,0.505,0.505,0.011
2.3269,1.3951,-1.166,2,0,0,0.84321,0.010748,0.505,0.505,0.011
-2.7954,-0.46848,-0.46848,-2,-2,-2,1.8746,0.10521,0.505,0.505,0.011
-0.11712,-1.278,-2.444,2,-2,-2,1.1815,0.039265,0.505,0.505,0.011
-1.9807,-1.5122,-1.2832,0,-2,-2,1.2472,0.067395,0.505,0.505,0.011
-2.444,0.81468,2.6731,0,0,0,0.26778,0.083452,0.505,0.505,0.011
1.8584,0,0.46332,2,-2,0,1.4694,0.1084,0.505,0.505,0.011
1.1609,-0.9318,-2.7954,2,0,0,1.4597,0.034801,0.505,0.505,0.011
1.278,-1.278,-2.6783,-2,0,0,0.42194,0.1094,0.505,0.505,0.011
-2.444,-0.3462,1.5122,2,0,0,1.5689,0.064809,0.505,0.505,0.011
2.2098,-0.3462,-0.81468,2,2,0,0.8665,0.38372,0.505,0.505,0.011
-1.2832,-1.5122,-2.6783,2,-2,2,1.7978,0.075173,0.505,0.505,0.011
-0.46848,0.46332,-1.8636,-2,-2,-2,1.1501,0.10351,0.505,0.505,0.011
-1.166,-0.9318,-0.23424,0,2,2,0.6867,0.032876,0.505,0.505,0.011
-1.8636,-0.23424,0.69756,2,0,2,0.83795,0.097646,0.505,0.505,0.011
1.278,1.0489,3.1416,2,-2,0,1.9963,0.11934,0.505,0.505,0.011
-0.35136,0.81468,-1.0489,0,0,0,0.019778,0.017576,0.49173,0.49173,0.011241
-0.11712,0.35136,-1.2832,0,0,-2,0.5992,0.20343,0.505,0.505,0.011
1.278,0.11712,-1.9807,-2,0,-2,1.1268,0.04317,0.505,0.505,0.011
-2.5612,-0.46848,2.0927,0,0,0,0.69569,0.18342,0.505,0.505,0.011
0.58044,-1.5122,2.9074,0,2,2,1.5373,0.027143,0.505,0.505,0.011
-1.8636,-0.23424,-2.5612,0,2,0,1.0359,0.099589,0.505,0.505,0.011
1.1609,-0.23424,-1.6294,2,0,0,0.42896,0.053386,0.505,0.505,0.011
2.6731,-1.278,-0.11712,0,2,-2,1.1821,0.16497,0.505,0.505,0.011
1.278,-1.5122,-0.11712,2,-2,-2,1.6557,0.09887,0.505,0.505,0.011
-2.7954,-0.23424,3.0245,-2,0,-2,1.3824,0.022369,0.49583,0.49583,0.0030739
-1.9807,-1.278,1.9756,-2,2,2,1.0367,0.068047,0.505,0.505,0.011
0.3462,0.35136,-0.81468,0,2,-2,1.2557,0.032402,0.505,0.505,0.011
1.278,0.35136,-1.2832,0,2,0,0.34256,0.1642,0.505,0.505,0.011
2.2098,0.81468,-1.7465,2,0,-2,0.8178,0.10514,0.505,0.505,0.011
-1.8636,-0.46848,0.46332,-2,-2,0,0.94112,0.056529,0.505,0.505,0.011
-1.0489,0.81468,-1.2832,-2,0,-2,0.89765,0.29634,0.505,0.505,0.011
2.7902,-0.9318,-1.8636,2,0,2,1.6387,0.091795,0.505,0.505,0.011
1.9756,0.35136,-1.9807,0,2,-2,0.63099,0.15015,0.505,0.505,0.011
-0.23424,1.3951,-2.7954,0,-2,0,0.57064,0.097056,0.505,0.505,0.011
-0.35136,1.0489,-1.0489,2,0,2,0.77394,0.10923,0.505,0.505,0.011
1.278,-0.3462,-0.81468,2,2,2,1.162,0.46349,0.505,0.505,0.011
-2.5612,1.1609,2.7902,2,0,2,1.8623,0.027679,0.505,0.505,0.011
-0.81468,-0.58044,1.5122,0,0,2,0.57492,0.11012,0.505,0.505,0.011
-2.7954,1.1609,1.3951,2,-2,2,1.3381,0.09161,0.505,0.505,0.011
-1.9807,0.35136,2.6731,0,0,-2,0.35122,0.99476,0.505,0.505,0.011
3.0245,1.1609,-2.5612,2,-2,0,1.0201,0.089711,0.505,0.505,0.011
-1.166,1.1609,2.7902,0,0,-2,1.5653,0.19256,0.505,0.505,0.011
-0.9318,-2.78E-17,-0.46848,0,2,2,0.86147,0.013033,0.50175,0.50175,0.011059
0.3462,0.35136,-0.81468,-2,-2,-2,1.1163,0.10671,0.505,0.505,0.011
-1.6294,0.69756,-1.6294,-2,0,2,1.8415,0.026197,0.505,0.505,0.011
0.3462,1.2832,1.5122,0,-2,-2,0.96318,0.090032,0.505,0.505,0.011
-1.7465,-1.5122,0.3462,-2,0,0,0.48547,0.04953,0.505,0.505,0.011
2.0927,1.1609,1.8584,0,0,-2,0.21119,0.48057,0.505,0.505,0.011
-0.46848,1.1609,0,0,2,0,0.71042,0.099433,0.505,0.505,0.011
-1.7465,1.2832,1.9756,-2,0,-2,0.55275,0.72182,0.505,0.505,0.011
-0.35136,-0.3462,0.58044,-2,0,2,0.49149,0.22487,0.505,0.505,0.011
-1.166,5.55E-17,-1.166,-2,-2,0,0.81781,0.1122,0.505,0.505,0.011
2.7902,1.25E-16,0.69756,0,0,2,1.2644,0.096182,0.505,0.505,0.011
-2.7954,-1.166,-2.5612,0,-2,-2,1.6218,0.09891,0.505,0.505,0.011
-1.166,0.46332,-2.7954,0,-2,-2,0.56825,0.11164,0.505,0.505,0.011
2.0927,1.3951,-0.46848,0,2,0,0.66647,0.060769,0.505,0.505,0.011
2.9074,0.81468,-1.7465,0,-2,2,1.5216,0.10701,0.50403,0.50597,0.011018
-0.11712,-0.58044,0.3462,0,2,0,0.47029,0.06834,0.505,0.505,0.011
1.5122,1.0489,-0.81468,2,0,2,0.68723,0.92704,0.505,0.505,0.011
0.58044,-1.5122,-0.11712,-2,2,0,0.60502,0.15176,0.505,0.505,0.011
-2.444,0.35136,0.3462,0,0,2,0.84125,0.098743,0.505,0.505,0.011
1.278,0.81468,-0.81468,2,0,0,0.70672,0.032041,0.505,0.505,0.011
1.3951,1.3951,-0.46848,-2,2,2,1.432,0.0099526,0.505,0.505,0.011
-2.6783,-1.5122,-1.0489,2,2,2,1.4207,0.084405,0.505,0.505,0.011
0.58044,0.35136,-1.0489,2,0,0,0.37938,0.11048,0.51485,0.49515,0.0038846
-2.6783,0.35136,1.9756,-2,0,-2,1.0391,0.10546,0.505,0.505,0.011
-1.7465,-0.58044,-1.0489,-2,0,0,0.87843,0.037076,0.505,0.505,0.011
1.5122,-0.58044,-0.81468,-2,0,-2,0.63763,0.1349,0.505,0.505,0.011
-0.9318,-0.23424,-1.6294,0,2,-2,0.85047,0.16515,0.505,0.505,0.011
-2.5612,-0.23424,-0.23424,-2,-2,2,1.3547,0.097231,0.505,0.505,0.011
2.6731,1.2832,-1.2832,-2,0,-2,1.8474,0.067791,0.49519,0.49519,0.011178
-0.35136,0.35136,2.9074,2,2,2,0.95817,0.11015,0.505,0.505,0.011
-2.6783,-0.3462,-1.7465,2,0,0,1.1258,0.25339,0.505,0.505,0.011
1.9756,1.2832,1.278,-2,2,-2,0.90016,0.11114,0.505,0.505,0.011
1.1609,-0.46848,-1.6294,2,0,-2,0.65277,0.2589,0.505,0.505,0.011
1.9756,0.81468,1.278,0,-2,0,0.92634,0.031733,0.505,0.505,0.011
-2.6783,-0.58044,-0.11712,-2,-2,2,1.1474,0.099943,0.505,0.505,0.011
-2.5612,0.69756,-2.5612,2,-2,0,0.58869,0.4237,0.505,0.505,0.011
3.1416,-0.58044,1.278,-2,2,-2,1.8655,0.10935,0.505,0.505,0.011
2.2098,0.35136,-2.444,2,2,-2,1.4672,0.37717,0.505,0.505,0.011
1.278,1.0489,0.3462,2,2,0,0.96858,0.085477,0.505,0.505,0.011
0.58044,1.2832,2.2098,0,-2,0,1.2298,0.065542,0.505,0.505,0.011
2.2098,-0.58044,2.9074,2,-2,0,1.0189,0.12337,0.505,0.505,0.011
0,0.69756,0.69756,0,2,0,0.63553,0.11381,0.505,0.505,0.011
1.5122,-0.3462,-1.7465,-2,0,2,0.69951,0.07297,0.505,0.505,0.011
2.9074,1.2832,-1.9807,-2,-2,0,1.3201,0.12277,0.505,0.505,0.011
1.1609,-1.166,-0.9318,2,2,0,0.72673,0.10412,0.505,0.505,0.011
0.69756,0.69756,1.3951,0,2,2,1.7123,0.029184,0.505,0.505,0.011
-0.23424,0.69756,-2.7954,-2,2,2,1.5692,0.089813,0.505,0.505,0.011
2.7902,1.3951,-2.7954,2,-2,-2,1.441,0.077167,0.505,0.505,0.011
-1.166,1.3951,-0.46848,0,0,-2,0.52084,0.10457,0.505,0.505,0.011
3.1416,-0.3462,1.278,2,2,0,1.306,0.093893,0.505,0.505,0.011
-0.23424,1.1609,3.0245,2,-2,2,1.1598,0.096621,0.505,0.505,0.011
0.58044,1.2832,-1.2832,2,2,-2,1.0597,0.17217,0.505,0.505,0.011
0.46332,-0.9318,3.0245,2,-2,-2,0.86528,0.215,0.505,0.505,0.011
-1.0489,-1.278,-2.6783,-2,0,-2,0.50576,0.44385,0.028194,0.49794,0.019669
-1.8636,-2.78E-17,0.46332,2,-2,0,1.6555,0.033851,0.505,0.505,0.011
-1.2832,-1.5122,-1.7465,0,2,0,0.75211,0.099029,0.505,0.505,0.011
-0.35136,-0.3462,-0.35136,2,-2,-2,1.6694,0.14179,0.505,0.505,0.011
-0.35136,1.0489,-2.6783,-2,2,2,1.4014,0.09922,0.505,0.505,0.011
1.8584,-1.166,2.3269,-2,2,-2,1.5634,0.14611,0.505,0.505,0.011
2.9074,1.0489,-1.2832,2,-2,0,1.7965,0.20024,0.505,0.505,0.011
2.0927,-0.23424,-0.9318,-2,2,2,0.83337,0.75643,0.505,0.505,0.011
-1.6294,1.3951,0,2,-2,2,1.6002,0.10352,0.505,0.505,0.011
1.3951,1.3951,-0.46848,-2,0,2,1.0653,0.042985,0.505,0.505,0.011
-1.2832,1.0489,-1.2832,2,0,0,0.38808,0.55248,0.505,0.505,0.011
-0.23424,-0.9318,-0.46848,-2,-2,-2,1.1532,0.056132,0.505,0.505,0.011
-0.11712,1.0489,1.9756,0,-2,0,1.1196,0.10746,0.50092,0.50092,0.010926
2.7902,1.1609,2.0927,0,-2,-2,0.80513,0.023987,0.505,0.505,0.011
-1.0489,0.81468,-1.9807,-2,-2,0,0.90002,0.11676,0.505,0.505,0.011
1.5122,0.11712,0.3462,-2,0,2,0.8187,0.11064,0.505,0.505,0.011
-0.23424,-0.9318,2.0927,2,0,-2,1.8464,0.11318,0.505,0.505,0.011
2.6731,0.11712,-0.11712,2,2,-2,1.6189,0.11075,0.505,0.505,0.011
1.1609,-5.55E-17,1.8584,0,0,0,0.92715,0.11154,0.505,0.505,0.011
-1.8636,-1.166,0.69756,-2,0,-2,0.68831,0.24021,0.505,0.505,0.011
0,1.3951,-0.23424,0,2,0,0.49313,0.16476,0.505,0.505,0.011
1.5122,0.35136,-1.7465,2,0,2,0.72564,0.15254,0.505,0.505,0.011
-2.6783,0.35136,-2.444,-2,-2,0,1.5894,0.041211,0.505,0.505,0.011
2.6731,1.2832,1.278,-2,-2,2,1.4467,0.058169,0.505,0.505,0.011
2.6731,1.2832,-2.6783,0,0,-2,0.79147,0.096874,0.505,0.505,0.011
0.46332,-0.9318,-0.46848,2,-2,0,1.0303,0.11323,0.505,0.505,0.011
2.2098,1.2832,-1.7465,0,0,2,1.2391,0.065132,0.505,0.505,0.011
3.0245,-1.166,-0.23424,2,2,0,1.4485,0.099126,0.505,0.505,0.011
-1.166,1.3951,1.1609,2,0,0,1.5017,0.080533,0.505,0.505,0.011
2.6731,0.11712,2.9074,2,0,-2,1.9695,0.10771,0.505,0.505,0.011
1.1609,-1.166,-2.5612,2,0,2,0.52536,0.085435,0.505,0.505,0.011
0.46332,-0.9318,-2.7954,2,0,-2,0.67727,0.06458,0.505,0.505,0.011
1.5122,1.0489,-0.35136,0,0,2,1.5767,0.049778,0.505,0.505,0.011
-1.7465,0.11712,-0.11712,-2,2,2,0.92396,0.092895,0.505,0.505,0.011
-1.7465,-1.278,-1.9807,-2,-2,0,1.2995,0.11198,0.505,0.505,0.011
-0.9318,1.1609,2.7902,0,-2,0,0.57959,0.12964,0.505,0.505,0.011
1.9756,-1.5122,-2.444,2,0,0,1.5635,0.043213,0.505,0.505,0.011
-1.8636,-0.23424,1.1609,0,0,2,0.57488,0.075726,0.505,0.505,0.011
-1.8636,-0.9318,1.8584,2,0,0,1.0386,0.071455,0.50941,0.50059,0.01092
0.46332,0.46332,0.69756,0,-2,2,0.63877,0.38514,0.505,0.505,0.011
3.0245,0.69756,0.46332,-2,2,2,1.8129,0.10574,0.505,0.505,0.011
2.7902,0.46332,1.1609,2,0,-2,1.0169,0.080872,0.505,0.505,0.011
-2.5612,1.1609,2.7902,2,-2,-2,0.76281,0.16672,0.505,0.505,0.011
-0.9318,-1.166,2.7902,0,0,0,0.98627,0.06126,0.505,0.505,0.011
3.1416,1.0489,-2.6783,2,-2,-2,1.199,0.093773,0.505,0.505,0.011
0.3462,-1.278,3.1416,2,2,0,0.76702,0.11573,0.505,0.505,0.011
-0.81468,1.0489,2.9074,0,-2,-2,1.029,0.032272,0.505,0.505,0.011
0.69756,-0.9318,-1.6294,2,-2,-2,1.4113,0.48792,0.505,0.505,0.011
-2.5612,4.16E-17,-0.46848,0,0,0,0.85182,0.030784,0.505,0.505,0.011
1.278,-1.278,2.9074,0,-2,0,1.8062,0.029969,0.505,0.505,0.011
-1.2832,-0.3462,-0.35136,2,2,-2,1.6538,0.74545,0.505,0.505,0.011
2.6731,-1.278,-1.0489,-2,2,0,1.3795,0.11115,0.505,0.505,0.011
1.5122,-1.278,-2.6783,2,-2,-2,1.1633,0.33306,0.505,0.505,0.011
1.41E-16,-1.166,-1.8636,2,-2,-2,1.2626,0.1887,0.505,0.505,0.011
1.5122,-1.5122,-1.7465,2,0,0,0.54129,0.13415,0.505,0.505,0.011
1.5122,0.35136,-0.81468,-2,0,0,0.59637,0.037713,0.505,0.505,0.011
1.8584,0.69756,0.46332,0,0,-2,1.2072,0.020766,0.505,0.505,0.011
2.7902,-0.9318,0.46332,2,-2,2,1.5627,0.10107,0.505,0.505,0.011
2.7902,1.3951,3.0245,-2,0,-2,0.98043,0.032497,0.505,0.505,0.011
-0.11712,0.81468,-1.2832,-2,0,0,0.50751,0.1118,0.505,0.505,0.011
1.9756,-0.3462,-1.0489,2,2,-2,0.91554,0.08112,0.505,0.505,0.011
0.69756,-0.46848,-1.166,-2,0,2,0.74613,0.17349,0.505,0.505,0.011
2.2098,1.0489,0.3462,2,2,0,0.7531,0.085247,0.505,0.505,0.011
-2.6783,-0.58044,0.58044,0,-2,2,0.93792,0.041224,0.505,0.505,0.011
-1.7465,1.0489,0.3462,-2,0,2,1.7843,0.55062,0.505,0.505,0.011
0.58044,-0.3462,-2.6783,-2,2,0,0.94785,0.4069,0.505,0.505,0.011
2.7902,0.69756,1.8584,2,0,0,1.1759,0.054956,0.505,0.505,0.011
-2.444,1.0489,-1.7465,-2,-2,0,0.67766,0.016844,0.49275,0.49275,0.011731
0.69756,0.46332,-1.6294,-2,0,2,0.9053,0.05289,0.505,0.505,0.011
-0.81468,-1.278,0.58044,0,-2,-2,1.1233,0.099389,0.505,0.505,0.011
2.7902,1.3951,2.7902,-2,2,2,1.7908,0.061045,0.505,0.505,0.011
0.46332,-0.9318,-1.6294,0,-2,0,0.50243,0.1126,0.505,0.505,0.011
-1.166,-1.166,-0.23424,0,0,-2,0.60734,0.54453,0.505,0.505,0.011
3.1416,0.81468,0.58044,2,2,-2,1.3533,0.65252,0.505,0.505,0.011
0.58044,0.11712,-2.444,-2,0,-2,1.0495,0.038179,0.505,0.505,0.011
0.46332,1.1609,-1.6294,-2,2,-2,1.2006,0.10217,0.505,0.505,0.011
2.7902,0.69756,0.69756,-2,0,2,0.89673,0.8486,0.505,0.505,0.011
1.278,0.81468,2.6731,0,0,-2,1.237,0.015342,0.505,0.505,0.011
-0.46848,0.46332,-1.8636,-2,0,-2,0.71851,0.090923,0.505,0.505,0.011
-2.7954,1.1609,-0.9318,-2,0,0,1.1811,0.085193,0.505,0.505,0.011
-2.5612,-0.23424,-2.7954,-2,0,-2,1.0135,0.01965,0.3933,0.49248,0.0094774
1.278,0.35136,-1.7465,2,0,0,0.41463,0.053972,0.505,0.505,0.011
