MAPEQ,MSEQ,Portion
"[44.515797, 42.690205, 41.264214, 40.004284, 39.647324, 40.900776, 41.26054, 39.632404, 39.511295, 38.811844, 37.29364, 37.56313, 36.535583, 37.1384, 36.294758, 36.36018, 35.917355, 36.242325, 35.544376, 35.82901]","[3.6199286e-05, 3.60282e-05, 3.234749e-05, 2.9902183e-05, 3.379265e-05, 3.6418798e-05, 3.248839e-05, 3.6330206e-05, 3.6269612e-05, 3.3302957e-05, 3.2136097e-05, 3.22221e-05, 3.1257383e-05, 2.9846378e-05, 3.0419646e-05, 3.2995962e-05, 3.0421337e-05, 3.2173983e-05, 3.1185697e-05, 2.948552e-05]","[0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1.0]"
