MAPE,MSE,bestParam
"[57.989777, 37.236736, 36.47888, 35.707874, 35.524975, 35.49846, 35.487324, 35.412563, 35.358166]","[8.743881e-05, 3.235656e-05, 3.112124e-05, 3.1041778e-05, 2.8765973e-05, 3.0567593e-05, 3.0285102e-05, 2.9574854e-05, 2.8675626e-05]",197
