Eu1,Eu2,Eu3,AngD1,AngD2,AngD3,P,D,Time,Prop,Energy,Error
-2.0679,1.174,-2.801,0.40904,0.78526,-0.57654,0.23633,0.33222,0.00347,5.121,0.12821,0.0048383
-0.21911,-0.94787,-1.8999,0.37086,-0.34744,-0.039278,0.19434,0.19834,0.019778,3.4567,0.037492,0.0070688
0.76065,1.0604,-2.1583,-0.19303,0.70596,0.24382,0.13965,0.26804,0.015122,2.7046,0.072888,0.014758
2.2794,0.7443,-1.2449,0.056052,0.52838,-1.6054,0.046407,0.25122,0.016112,0.18427,0.16141,0.048413
-0.46368,-1.2969,-0.64838,0.094142,0.14497,0.41519,0.24647,0.46066,0.019588,1.8761,0.014811,0.015263
-2.3318,1.2051,0.72282,0.33868,1.2389,-0.38784,0.10146,0.25154,0.0075502,5.1174,0.20783,0.019572
0.66149,0.6683,1.8316,0.35396,0.3931,-0.35274,0.046998,0.39594,0.016673,2.0788,0.083243,0.033091
-1.0027,-1.1079,2.4179,-0.17747,0.60276,-0.17851,0.089707,0.3086,0.013109,5.21,0.1343,0.027913
2.7249,-1.4676,-0.6751,-0.09107,-0.18947,0.51684,0.065912,0.41881,0.011796,2.493,0.089701,0.017232
0.59988,0.89652,2.0904,0.40046,-0.31762,-0.80336,0.051228,0.32108,0.016675,2.7714,0.1684,0.045626
-2.8513,0.38498,2.273,0.56997,0.42237,-0.11668,0.073089,0.41507,0.01233,4.7878,0.080407,0.021044
0.69456,0.25963,1.6623,-1.2861,-0.74686,0.69138,0.092685,0.32187,0.01912,1.6061,0.23232,0.030077
0.40966,0.52535,2.3367,0.30894,0.41996,0.19817,0.085647,0.23291,0.011114,4.7564,0.11749,0.021656
-2.0277,-0.044629,1.7979,0.17671,-0.60975,0.70971,0.049111,0.27342,0.019998,1.9105,0.11995,0.048329
-0.78992,0.12309,-0.039713,0.17349,1.4559,-0.63147,0.06962,0.42415,0.013948,0.059746,0.2045,0.034735
2.9579,1.2691,0.84882,0.64074,-0.3188,-0.31833,0.10888,0.35952,0.011223,3.351,0.056966,0.028392
-0.7507,-0.11303,-3.0019,0.28319,0.43051,-1.2282,0.059255,0.28911,0.018174,0.86833,0.11324,0.0388
-2.9522,-0.68533,0.30897,1.4669,-0.176,1.3578,0.094064,0.1773,0.019702,3.497,0.29119,0.016716
2.4458,-1.3578,0.096834,-0.79402,0.26971,-0.6024,0.06,0.2437,0.015463,2.4713,0.14181,0.034478
-0.92684,0.081214,1.6852,-0.5597,-0.85662,1.0492,0.077304,0.14526,0.02,5.1652,0.23468,0.013181
-0.56118,0.51379,0.89344,0.82272,-0.31817,0.63466,0.14875,0.38027,0.0155,4.2711,0.14283,0.021828
0.7564,0.67546,2.5492,0.113,0.13075,0.089144,0.12091,0.27503,0.019876,5.2642,0.14558,0.017698
-1.7423,-0.57916,0.099913,-0.12668,0.2595,-0.065218,0.10556,0.27264,0.0066483,0.96416,0.027799,0.017402
-0.83747,1.4668,-0.21292,0.81593,0.43401,0.76869,0.21175,0.4544,0.0073049,5.1475,0.22067,0.017738
-2.6087,1.4546,-2.4164,0.23219,-0.21456,-0.64207,0.16398,0.35214,0.0055965,5.016,0.068797,0.010745
-1.8425,-0.34068,2.2167,-0.50412,0.17803,-0.30582,0.10235,0.25155,0.0071123,5.0008,0.17084,0.019928
0.49197,-1.0656,-1.9336,-0.1927,0.46236,-0.3803,0.22976,0.25558,0.016298,5.0891,0.050931,0.0099494
-0.41145,0.63729,0.068747,-0.3114,-0.33125,-0.15819,0.29282,0.35327,0.018662,5.1937,0.053055,0.0093802
-3.1023,-1.2596,1.1368,0.75611,0.35152,0.31948,0.17606,0.22055,0.014222,4.152,0.11972,0.011336
-0.025487,1.4066,0.29571,1.0001,0.37171,0.35207,0.13037,0.35055,0.0067312,2.6381,0.16459,0.018979
0.5288,0.64335,1.8255,-0.90283,0.71001,-0.031512,0.084351,0.28376,0.018823,4.7436,0.18135,0.026988
2.5912,1.2443,-1.127,-0.44962,0.12019,-0.19608,0.061232,0.26818,0.019064,1.2316,0.083151,0.036338
0.99519,0.39296,0.68508,-0.4186,0.1392,0.43345,0.11579,0.24869,0.012641,4.8136,0.048445,0.017984
-1.9804,-0.13571,2.2745,0.14755,0.2895,-0.4074,0.070461,0.24479,0.013562,4.9841,0.1208,0.026142
0.20458,-0.66806,0.49898,-0.54648,0.52433,0.29832,0.22883,0.39087,0.013311,3.6751,0.072588,0.013793
2.0742,-0.55832,2.854,0.83231,0.29286,-0.92415,0.13407,0.2788,0.019674,4.6628,0.19115,0.017194
0.69904,-0.89148,-3.0313,-0.053227,-0.59228,-0.93199,0.15121,0.33714,0.016219,4.4826,0.12393,0.019067
-0.14806,1.2968,0.12987,-0.6439,0.12144,0.4702,0.24003,0.2784,0.019258,5.6991,0.099382,0.0093919
1.5726,1.0026,-0.041356,0.72471,0.85165,0.037382,0.19593,0.27085,0.0041261,4.6405,0.13711,0.011053
1.483,-1.183,-0.39902,1.0221,-0.88972,0.3507,0.090372,0.21834,0.016151,4.9513,0.27587,0.019472
0.74372,-1.0269,-2.1346,-0.54971,0.52301,-0.30661,0.19427,0.35879,0.012183,1.8019,0.061934,0.01528
-2.9282,-0.91277,2.2312,0.52333,-0.77775,-0.70158,0.053133,0.097748,0.014808,4.9805,0.19961,0.012461
-1.1602,1.4073,-0.9268,-1.2089,0.20252,0.022552,0.16584,0.22739,0.017008,5.0681,0.13865,0.011021
1.1549,-0.25976,-1.9899,-0.12298,0.11154,-0.054077,0.25162,0.2951,0.017614,5.4195,0.039516,0.0089697
-2.9505,0.4902,1.6384,0.16316,-0.19538,-0.17467,0.098219,0.23869,0.014447,5.3115,0.092543,0.02127
2.0486,-1.4779,1.2736,0.67821,0.519,-0.5784,0.049628,0.3856,0.01552,0.10578,0.083528,0.089217
2.6687,0.94002,0.12575,-0.2275,-0.66164,0.25279,0.088608,0.25655,0.019172,4.9354,0.1075,0.023135
-2.0338,-1.4949,1.3524,-0.13735,-0.41279,-0.57832,0.18973,0.31271,0.0060477,4.6831,0.08171,0.014277
2.5704,0.9646,-2.7038,0.0053292,-0.12845,0.77834,0.079064,0.24674,0.016779,4.9226,0.14199,0.025286
-3.0842,0.9756,2.0835,0.25855,0.64147,-0.027711,0.13982,0.45141,0.0075484,2.8264,0.082691,0.022738
0.81542,-0.48066,3.0074,0.056319,-0.37369,0.76429,0.13722,0.3186,0.018557,4.8983,0.077643,0.018525
0.60116,1.0601,-0.11353,-0.88535,0.24519,-0.43585,0.20445,0.24403,0.010845,4.9998,0.078809,0.0097286
1.8449,0.12425,-2.1499,-0.57335,-1.1017,0.61076,0.077748,0.12794,0.0043995,5.1678,0.2808,0.0070059
2.6264,-0.74032,0.63664,0.17115,-0.19625,0.94297,0.15111,0.14341,0.01542,4.5291,0.27233,0.0070524
-1.8878,1.4037,-1.8696,-0.42088,-0.91538,-0.073118,0.18141,0.22468,0.005514,4.6684,0.09966,0.010524
1.9991,1.5689,-2.1699,0.092701,-0.36109,-0.47727,0.049354,0.23782,0.019419,2.4249,0.093094,0.038161
-2.9499,0.7819,0.76564,-0.079613,0.07582,0.38601,0.081424,0.234,0.01414,4.9694,0.083297,0.023367
2.7543,-1.3997,0.26831,0.058785,0.096432,0.3183,0.1026,0.30012,0.0066575,4.6074,0.065077,0.017561
1.2369,0.61894,-2.3311,-1.233,0.25302,0.24352,0.054643,0.38782,0.019944,0.46219,0.14044,0.061106
2.2286,-1.5363,2.7053,-0.75863,0.13158,0.69267,0.19324,0.31161,0.01978,4.7263,0.073996,0.012738
2.2784,-1.3006,-0.082759,-0.32851,-0.90512,-0.27451,0.062744,0.23517,0.019114,3.4835,0.16938,0.027584
0.58547,0.26713,-3.0346,-0.14162,1.3826,-0.79065,0.15175,0.22839,0.004879,4.5219,0.23717,0.011827
-2.4181,-0.92171,1.7246,-0.27815,0.045591,0.17208,0.17372,0.27841,0.015076,4.9923,0.091007,0.012316
-3.1333,-0.5439,-2.6108,0.28197,0.30748,0.39753,0.069136,0.26924,0.018151,2.2107,0.090359,0.031688
0.17039,-0.61184,-0.43407,-0.50018,0.28783,0.16609,0.28555,0.19959,0.015576,4.1907,0.037011,0.0056316
-1.401,0.91994,-1.3517,-0.069422,0.39406,-0.15471,0.2558,0.42767,0.0060526,5.0281,0.052305,0.013463
2.8301,1.3816,0.12546,0.40874,-0.039818,-0.65827,0.14356,0.28009,0.01516,5.2038,0.067611,0.01711
1.4377,0.93621,1.5311,0.54646,0.24068,0.98254,0.059218,0.1966,0.019318,2.6487,0.16496,0.026268
2.8523,-0.91352,-1.9354,0.62935,0.94314,0.47163,0.10603,0.25815,0.019645,4.9529,0.18555,0.019807
-1.6131,-0.33315,-1.1601,-0.092153,0.14468,0.91409,0.28622,0.40208,0.0032602,2.753,0.081449,0.0047327
1.1792,0.30944,-0.38642,-0.34741,0.33441,-0.66719,0.21768,0.21417,0.019928,5.4372,0.04572,0.0079611
1.7867,0.50057,2.7068,-0.63417,0.14468,0.067364,0.053394,0.25028,0.013248,1.9477,0.11092,0.042357
-2.8267,0.16366,-2.5393,0.48027,-0.37682,-0.64216,0.088923,0.47686,0.011203,5.391,0.097826,0.010498
0.36493,-1.1088,-0.67023,0.35253,-0.5959,1.5258,0.22134,0.29695,0.013973,5.4019,0.19102,0.011532
2.2257,0.86532,-0.23858,0.77155,0.13388,0.76844,0.17083,0.30773,0.0087796,5.0322,0.13885,0.014775
-0.089743,-1.015,-2.6776,-0.45974,0.32388,-0.43778,0.19265,0.34943,0.0074386,4.5449,0.088549,0.015526
-2.6526,-0.17642,-3.0645,-0.45213,-0.62252,-0.12219,0.092146,0.23378,0.0086138,5.0491,0.16436,0.020827
1.3486,-1.0316,-0.0044149,-0.10685,0.56877,0.23911,0.1384,0.26569,0.0090753,5.293,0.10329,0.016799
0.50193,-1.2991,-3.0464,-0.33114,-0.13812,-0.71212,0.20277,0.32974,0.0085739,5.0415,0.11067,0.013786
-0.19358,-1.2469,0.91985,-0.90708,-0.068198,-0.33985,0.1149,0.2344,0.018058,3.3955,0.091507,0.015987
2.9456,-0.042151,-1.1857,0.6247,0.38717,0.37727,0.081557,0.22188,0.0096584,3.9432,0.15302,0.021366
-1.884,1.0034,1.5544,0.16825,0.52899,-0.14053,0.22916,0.44164,0.011789,5.0983,0.1845,0.016163
-2.9125,-0.90239,0.98356,-0.16703,0.71637,-1.1473,0.043915,0.09171,0.018747,5.4864,0.19891,0.015881
2.4098,0.21604,1.1622,-0.49693,0.028954,0.21635,0.1306,0.29104,0.017338,5.575,0.13147,0.017863
1.1882,-1.4604,1.3235,-0.14029,0.37448,-0.12745,0.063811,0.18799,0.011001,3.0219,0.10115,0.020945
1.1402,0.3224,-2.5054,0.38408,1.3997,0.38646,0.10904,0.26641,0.013092,0.51784,0.17891,0.021399
-2.4412,0.34854,-0.70613,-0.67332,0.059617,0.13215,0.044795,0.3897,0.016056,0.22589,0.047072,0.02278
-2.1198,-1.2929,-1.7793,-1.2143,0.29598,0.36602,0.077084,0.18718,0.0060576,5.3043,0.24202,0.017207
-2.5523,-1.1603,0.48665,-0.92455,0.26526,0.015382,0.23667,0.4471,0.010656,4.7791,0.13852,0.016574
0.72648,-0.55381,2.81,0.33817,0.093918,-0.7552,0.10208,0.33201,0.016408,2.4964,0.077915,0.028216
0.17775,-0.050477,-0.75856,0.26754,-0.95084,1.211,0.44011,0.28972,0.015181,4.984,0.1813,0.0059504
1.7632,0.71919,-2.3952,-0.43814,1.0616,0.61281,0.13441,0.19905,0.018671,5.2884,0.20897,0.010931
-1.6296,1.3265,1.6527,0.22028,-0.27105,0.49817,0.10294,0.22993,0.01517,4.6397,0.10705,0.017129
-1.8975,0.072405,-2.1455,-0.34708,-1.2041,0.19412,0.10194,0.32705,0.0083898,0.14057,0.1288,0.023113
0.46673,-0.072394,-0.030848,-0.1915,0.2841,-0.54164,0.31504,0.25423,0.008248,5.3811,0.061483,0.0061887
-2.2799,-1.3879,-1.906,0.076061,-0.075362,0.14494,0.025524,0.24013,0.019507,5.1358,0.02584,0.041465
-0.99539,0.41233,-0.91928,0.12564,-0.45182,0.021894,0.23849,0.44278,0.0044513,1.7449,0.019689,0.0091365
0.88996,0.5994,-1.2629,0.45901,1.3452,-1.4062,0.37565,0.2866,0.015123,4.7587,0.26539,0.0068745
1.5424,0.19064,0.19456,-0.18736,0.044752,0.70272,0.16037,0.27912,0.017611,4.7105,0.087475,0.01491
-2.1154,0.88711,-2.4748,-0.36661,0.88368,-0.28168,0.14353,0.32635,0.0052117,2.6596,0.13075,0.016675
-0.93732,-0.27049,-0.56287,0.44708,-0.31637,-0.50737,0.25669,0.21551,0.013698,5.1387,0.063879,0.0071355
-2.4326,0.3309,-1.1161,-0.30567,0.086868,1.4383,0.12145,0.23712,0.02,4.833,0.17829,0.015475
-1.7142,1.57,0.12454,0.048787,-0.14248,0.58947,0.0687,0.28977,0.018207,1.4,0.097388,0.032816
2.9504,1.5041,-0.28713,0.83833,0.35666,0.12956,0.10191,0.23326,0.008875,2.8247,0.097802,0.0167
2.6078,-1.43,-1.1231,0.10147,-0.45572,0.42748,0.077335,0.15586,0.019098,4.7722,0.16073,0.01571
1.2542,0.30879,-0.84295,0.64146,0.34048,0.89612,0.27005,0.35734,0.018678,4.3559,0.10845,0.011083
-0.526,1.3645,2.8303,0.32749,-0.20304,-0.53675,0.11493,0.30438,0.019534,5.1874,0.050083,0.021735
-2.5525,0.92253,-2.8247,0.60135,-0.25449,-0.54531,0.2777,0.47608,0.0043462,5.6589,0.13281,0.0060913
-0.99432,-1.2329,-0.38366,-0.37705,-0.52167,0.89639,0.23558,0.21981,0.00473,4.871,0.083392,0.0084998
-1.0256,0.92506,0.026677,-0.35781,-1.8002,-0.30708,0.1023,0.35423,0.018976,0.32571,0.28015,0.029435
2.773,-0.72062,1.8065,-1.1793,-1.714,0.16191,0.032496,0.12377,0.015384,4.7594,0.4752,0.037216
-0.15121,0.55741,1.7001,-0.9353,-0.17995,-0.37702,0.065885,0.25238,0.0078334,4.5148,0.12822,0.021285
2.2685,-0.87769,-2.8416,0.81251,1.0732,0.5926,0.17083,0.25551,0.019583,4.8796,0.1755,0.012235
-2.4056,0.64668,1.4099,-0.97388,0.043511,-0.43298,0.069503,0.28247,0.019706,2.8012,0.1808,0.034545
2.269,-0.79382,-1.5784,0.52182,-0.4808,0.96744,0.11624,0.26459,0.017284,5.0351,0.19562,0.017482
-0.75685,-0.97668,-0.21733,-0.8986,-0.50684,-0.66971,0.19069,0.232,0.0040626,4.9725,0.1321,0.011693
-1.9802,-0.76826,1.6303,1.5238,-0.53223,0.67087,0.028493,0.08426,0.018356,4.8536,0.27897,0.026602
-2.0205,0.16183,1.1479,-0.088083,0.18629,-0.3756,0.049879,0.28193,0.013039,1.4645,0.068211,0.041262
-0.39257,1.1209,-0.79886,-0.25927,-0.52502,-0.40033,0.3131,0.2632,0.018913,5.0446,0.050996,0.0075997
1.579,-0.10259,-2.3392,-0.020024,0.33915,0.26761,0.16533,0.36334,0.016077,3.0965,0.040258,0.018371
-1.2369,-0.69841,1.9302,0.44794,-0.07175,0.11063,0.12549,0.3882,0.013175,4.9072,0.14077,0.025821
-1.1889,0.97762,-1.5193,-0.6591,0.89077,-0.51904,0.47685,0.4966,0.0028618,4.7952,0.15906,0.0055563
-0.46094,0.21089,-0.013076,-1.0325,-0.084084,-0.70121,0.32042,0.28422,0.0078419,5.4895,0.11192,0.0067382
-1.9165,-0.82331,-0.52976,0.3858,-0.30299,0.5967,0.20817,0.2925,0.012144,5.3251,0.065787,0.011815
-2.3213,0.22035,-0.2341,0.35241,0.48029,0.75781,0.056296,0.26067,0.019576,1.3176,0.080916,0.037121
-0.58064,-1.3098,2.3178,-0.42765,-0.6668,-0.62261,0.13756,0.41478,0.011624,5.0845,0.32929,0.025517
-1.0497,-0.67311,-2.9647,1.1742,0.37971,0.44756,0.15401,0.34456,0.0055504,4.6367,0.14608,0.011956
-0.095222,1.4028,0.015085,-0.11474,-0.10978,-0.10049,0.15701,0.25191,0.0074254,4.7627,0.046805,0.012447
-2.2537,-0.19948,-0.072503,-0.26031,0.40618,0.73598,0.13253,0.2743,0.0050413,5.042,0.093973,0.014392
-1.3393,-0.7709,2.2362,-0.67859,0.70001,-0.070998,0.085283,0.28646,0.018221,5.0316,0.1425,0.028523
-0.46711,1.0958,-3.102,0.33203,0.40793,-0.62993,0.07929,0.23668,0.019727,1.5214,0.047869,0.024922
-1.7894,-0.83843,-0.85501,0.71214,-0.98549,0.79766,0.23675,0.2161,0.003175,5.1752,0.16994,0.0072933
-2.4227,-0.010209,-1.2283,-0.84425,-1.1012,0.6774,0.098239,0.44055,0.0099253,3.7738,0.17403,0.015903
-0.74765,-0.31859,-1.8304,-0.79618,0.51515,0.49429,0.30351,0.37916,0.0031362,5.2528,0.10892,0.0072415
2.4321,-1.3279,-1.708,0.04208,-0.026607,0.58352,0.062744,0.26479,0.018805,2.0343,0.047374,0.034602
0.026785,-0.89427,0.349,-1.1906,0.17843,0.17281,0.22144,0.24552,0.014079,5.3465,0.12089,0.0093953
2.0471,-1.0784,1.7458,0.12572,-0.11592,0.1859,0.10662,0.25999,0.0075713,3.0496,0.058826,0.020538
-0.89409,-0.30844,0.76222,-0.50713,-0.7448,0.36441,0.14896,0.2756,0.012399,3.3062,0.098834,0.015504
1.1312,-0.88059,-2.3988,0.48387,-0.28505,-0.08969,0.17413,0.22796,0.011313,5.4247,0.052671,0.011753
-0.58963,0.58764,-0.52346,-0.5658,-0.1209,0.63871,0.32203,0.32153,0.0084589,4.1531,0.058839,0.0081919
0.025429,-0.27411,1.3446,-0.48429,-0.092093,0.3969,0.059998,0.24834,0.019721,1.1239,0.055092,0.035848
-2.8561,0.13216,-1.36,-0.34389,0.075282,0.52558,0.10864,0.33418,0.0076745,5.1563,0.12261,0.019466
1.5695,-1.3015,1.0409,0.64424,-0.33669,-0.22578,0.079084,0.22604,0.015385,4.6894,0.11698,0.021964
-1.7551,-0.68825,2.4527,-0.18702,0.63739,-0.80768,0.1132,0.3345,0.0082012,5.3626,0.22568,0.022421
2.9905,-1.0178,2.8911,0.56079,-0.31681,0.71554,0.19016,0.32005,0.00852,5.5902,0.14124,0.015301
3.1078,-0.14798,-1.8302,-0.54276,-0.25772,0.0015092,0.080318,0.21317,0.018866,4.3881,0.16656,0.022163
2.4744,-1.0888,2.9425,-0.44874,-0.76657,0.56386,0.10707,0.43661,0.019955,0.2252,0.085952,0.034721
1.4009,-0.38314,3.0065,0.89963,0.56734,-0.32315,0.12849,0.25118,0.018195,2.4341,0.10644,0.016915
1.5714,-0.96755,-2.5157,-0.95484,0.80555,-0.21086,0.10941,0.29135,0.0092257,0.34851,0.12868,0.021608
-0.39491,0.42719,2.2742,-0.20712,0.17891,-0.2037,0.11368,0.28295,0.0091966,2.8391,0.12368,0.021286
-2.2373,-0.52331,-0.99382,0.34105,0.25202,-0.068219,0.12723,0.30471,0.0074042,2.9442,0.065718,0.017213
2.9942,-1.0912,1.0575,-0.36871,-0.20265,-0.71751,0.15464,0.25887,0.0075787,4.9033,0.14961,0.012615
-1.7188,1.2905,-1.0855,0.7618,0.95536,0.16325,0.12966,0.22905,0.0039178,5.4818,0.28704,0.011601
-2.3428,-0.26485,-1.8116,0.35522,0.97527,0.74314,0.036563,0.14196,0.0086993,1.8367,0.1834,0.0046762
-0.26029,0.29789,-2.679,0.013693,0.19469,0.18603,0.20202,0.27046,0.01028,5.0127,0.04363,0.010165
0.63663,-0.25464,-2.2972,0.16492,0.60627,1.6391,0.3756,0.2922,0.014366,4.7829,0.20287,0.0060863
-1.1729,0.63077,-0.22051,0.52616,-0.2853,-0.37787,0.17005,0.26976,0.011932,5.1515,0.085809,0.013806
1.2739,0.43194,-2.4709,0.37516,-0.30589,0.82884,0.23399,0.46777,0.017906,4.8786,0.11339,0.017339
2.5444,-0.53055,0.49979,-0.20575,0.25933,0.90991,0.059692,0.24491,0.010114,4.655,0.12948,0.025817
0.22432,-1.4452,-2.3987,0.40174,0.12148,0.27761,0.18181,0.26618,0.0115,4.3643,0.045895,0.013121
2.5545,-1.1953,0.039183,1.3118,-0.7898,-0.57833,0.04808,0.10306,0.0075098,3.5716,0.24699,0.019579
-1.0182,-0.21291,1.5148,-0.71935,-0.024446,0.65736,0.10093,0.26802,0.0071114,5.1459,0.11645,0.026135
-2.4315,-0.15201,-2.2898,1.1108,-0.11948,-0.463,0.10821,0.35036,0.015549,3.4255,0.15247,0.027469
-2.647,-1.036,-1.2987,-0.36039,0.0013966,0.486,0.063151,0.44382,0.013799,3.9132,0.06682,0.010786
-1.237,-0.73916,2.9649,-0.29909,0.62466,-0.23106,0.088021,0.23145,0.01842,3.588,0.19,0.021005
-1.9569,-0.23973,-1.7302,-0.43486,-0.0033155,0.5991,0.075292,0.30898,0.01659,1.8142,0.056803,0.033591
-2.1865,0.9214,-0.44595,-0.38284,0.82247,0.33933,0.12908,0.29893,0.018325,4.9787,0.24567,0.019315
1.9416,1.4994,1.7863,-0.66082,0.33488,1.0057,0.19355,0.29758,0.013027,5.0608,0.14278,0.011949
-0.58272,1.4277,2.9686,-0.1515,0.62726,-1.3391,0.22448,0.32681,0.0064315,4.7707,0.1529,0.011885
2.9045,1.3842,-2.6515,-0.0093906,-0.89352,-0.56949,0.1628,0.21015,0.0054711,2.0565,0.17565,0.011223
-0.8146,1.3154,1.2454,-0.52817,-0.039337,0.75462,0.083159,0.28296,0.018288,4.2844,0.14699,0.027711
0.61977,-0.73264,-2.1521,-0.63451,0.95665,-0.17235,0.24915,0.23106,0.010952,4.2568,0.13345,0.0068459
2.6218,0.98884,-0.5244,-0.98365,-0.48238,0.21783,0.044179,0.12639,0.018736,4.9141,0.16158,0.022842
-1.631,0.50312,0.18008,-0.80108,-0.3609,-0.10872,0.05412,0.32941,0.01142,0.19918,0.05877,0.02595
3.1252,-0.91076,0.79223,0.69183,-0.05225,0.47269,0.16877,0.32618,0.013654,2.234,0.12019,0.014623
1.6968,0.43119,2.1934,0.45626,0.053828,-0.41113,0.096296,0.4846,0.011016,4.9582,0.13428,0.013275
1.1377,-1.3716,-1.7262,1.0021,1.2946,-1.4122,0.29852,0.41327,0.011463,5.1794,0.35015,0.011354
-1.185,-1.2089,2.3323,0.58615,-0.17957,0.24065,0.035837,0.39629,0.018664,2.4784,0.066723,0.029707
-0.69973,1.4113,-2.0482,-0.45931,-0.03135,0.42631,0.24011,0.44212,0.018313,2.4837,0.050482,0.014847
0.92939,-1.2248,-2.7777,0.32123,-0.20364,0.21568,0.21949,0.34107,0.0063069,4.3024,0.039438,0.0132
-1.5425,-0.53256,-0.36608,0.5761,0.57808,-0.46104,0.16624,0.24821,0.013768,5.0473,0.11113,0.01174
0.1809,-0.90539,-1.6545,-0.59329,-0.12093,0.88621,0.45378,0.27956,0.0076209,4.3962,0.080377,0.0050144
2.5613,-1.1871,2.2143,-0.41167,0.046449,-0.73407,0.052888,0.3092,0.017156,0.363,0.060413,0.04583
-0.13738,1.0047,0.51784,0.35143,0.054275,-0.33198,0.26571,0.34546,0.0048632,4.0228,0.11901,0.011004
0.72645,-0.022603,-1.882,-0.41045,-0.40866,-0.014582,0.28653,0.30277,0.0055631,4.095,0.054809,0.0089703
-0.9161,0.21855,0.56021,-0.57525,-0.049701,0.169,0.086917,0.37492,0.011393,0.54448,0.02747,0.033238
2.769,0.11785,-2.2354,0.033941,-0.96041,-0.17622,0.073746,0.22755,0.0056735,5.0767,0.17425,0.0096084
1.6736,-0.18179,3.1012,0.49318,0.028206,-0.33038,0.092074,0.26001,0.019758,3.2914,0.063429,0.024309
1.7287,-0.41578,1.31,0.052934,0.17696,-0.46703,0.086325,0.25191,0.019561,3.9135,0.12332,0.023451
1.006,-0.87209,1.316,-0.56659,-0.14545,0.12497,0.098753,0.26747,0.015343,4.9961,0.15538,0.024355
0.50595,0.86485,2.1439,0.23859,-0.46912,0.35671,0.07582,0.29118,0.015205,4.6278,0.12666,0.0309
-0.19359,1.2413,1.3895,-1.0947,-1.0531,-0.68212,0.092075,0.36791,0.0085176,4.9265,0.23398,0.020175
1.9116,1.0922,-2.8159,-0.54679,0.34303,-0.092878,0.082396,0.18805,0.019821,5.1231,0.20097,0.018154
-0.24079,1.3333,-0.20498,1.208,-0.41573,0.11677,0.16182,0.40681,0.0088599,3.2899,0.14149,0.021899
1.6771,-0.85917,-1.8161,0.74924,0.11052,0.22437,0.12873,0.27181,0.016557,0.39707,0.075923,0.01744
0.91317,-0.69787,-1.0454,0.29195,-0.048233,-0.29011,0.17497,0.31673,0.01704,1.9431,0.027604,0.015589
-0.23354,0.16465,2.1835,-0.25595,-0.10302,-0.019874,0.071245,0.099326,0.0039209,3.8473,0.13478,0.0077548
-2.1709,-0.60234,-2.3465,-0.31593,0.76407,0.068762,0.10563,0.33792,0.0073072,5.1525,0.21089,0.004554
-1.9376,0.7993,-1.8493,-0.7941,-0.11159,0.73568,0.16674,0.25446,0.014695,4.5421,0.12977,0.012211
-2.7022,-1.239,0.25758,0.61229,1.1485,-0.35427,0.24772,0.41127,0.019979,4.7178,0.24555,0.014063
-1.83,0.70835,-0.054661,0.69921,0.35369,-0.37834,0.080123,0.32723,0.0088022,0.80426,0.14444,0.046614
-1.5594,-0.18132,1.606,1.0313,0.44018,-0.3496,0.049835,0.21773,0.010775,2.5985,0.1719,0.031522
-0.35605,-1.3878,-1.1378,-0.33434,-1.2596,-0.39877,0.24734,0.39513,0.019145,4.8453,0.18667,0.013741
2.8628,0.37705,3.0789,-0.25202,0.59231,0.018057,0.091625,0.16412,0.016836,5.2664,0.21265,0.015466
-0.85608,-0.87504,-0.23633,0.37759,0.51541,-0.54826,0.25686,0.2641,0.014946,4.9151,0.088427,0.0081791
-0.71575,-1.495,0.18625,-0.63111,-0.9036,-0.31625,0.16249,0.37623,0.016123,2.9916,0.13168,0.019623
2.9209,1.4748,2.9393,0.68177,-0.97531,1.6287,0.20349,0.41776,0.0088951,5.1226,0.29673,0.017162
1.9957,-0.041938,2.5465,0.19742,-0.068219,-0.02397,0.13289,0.26552,0.019302,5.1969,0.153,0.014143
-1.2728,-0.13112,2.7384,0.21013,-0.99622,-0.55959,0.10704,0.28375,0.013134,3.1021,0.14242,0.022991
-0.0013667,-0.067882,-1.3866,-0.88257,0.43727,-0.73661,0.49263,0.23975,0.015327,4.6834,0.11643,0.0044065
-2.1381,-0.28993,1.1415,-0.19903,-0.50824,-0.44588,0.060216,0.26719,0.019837,1.4897,0.079858,0.036738
1.264,0.39328,0.35995,0.23929,0.080797,-0.86927,0.19491,0.29611,0.018578,2.5256,0.058476,0.013058
-1.0913,-0.23155,-0.30915,0.15016,1.034,1.677,0.22065,0.27113,0.012087,3.7055,0.2619,0.010361
0.82531,-0.098321,-0.85469,0.058649,-0.020196,0.0031149,0.29957,0.25844,0.0022072,4.8644,0.024334,0.0054284
-0.44914,-1.495,2.6474,0.13279,0.93481,0.33267,0.054681,0.16932,0.018704,2.8103,0.23836,0.021278
-0.7282,1.0187,2.655,-0.10657,0.88017,-0.29837,0.089395,0.23296,0.012136,3.9224,0.10919,0.017989
-1.6836,0.0044244,1.6054,0.42335,0.59771,0.50712,0.098986,0.24318,0.019096,4.4457,0.18535,0.021024
-1.2949,-1.327,-0.46239,1.3262,0.16278,0.056109,0.14885,0.31297,0.012626,2.2016,0.14755,0.017246
-1.7196,0.6578,-0.080654,-1.4368,0.2369,-0.42163,0.13154,0.37823,0.0076197,4.9311,0.18654,0.013042
2.2487,0.42844,-1.7204,0.15015,-0.1858,0.15369,0.11792,0.23438,0.016297,5.1131,0.097986,0.017334
