Eu1,Eu2,Eu3,AngD1,AngD2,AngD3,P,D,Time,Prop,Energy,Error
2.7352,0.67304,0.037692,0.33962,-0.10742,-0.9837,0.095989,0.25123,0.011474,3.3326,0.088763,0.020585
-2.0359,-0.12959,0.82104,1.2607,0.24737,-0.21709,0.044716,0.14536,0.010054,5.2208,0.18704,0.021965
-2.8676,-0.25415,2.1577,-0.34341,-0.099496,-0.3312,0.064661,0.11739,0.017796,5.266,0.12416,0.010241
-2.9082,-1.257,-2.8965,0.58679,0.57983,0.36195,0.17995,0.28419,0.018488,5.5543,0.1872,0.012602
-2.1707,-1.5467,2.6487,0.30528,0.16671,0.60834,0.084094,0.25341,0.018735,2.727,0.064841,0.024437
-2.6707,-0.31995,-2.518,0.39519,0.87634,0.19528,0.09438,0.24372,0.019898,5.117,0.23524,0.020305
-2.0082,0.17072,-1.9233,-0.16187,-0.27506,0.1589,0.051456,0.30455,0.011458,4.0749,0.014368,0.018673
-1.908,0.17886,-2.5972,0.050406,-0.10602,0.76944,0.22816,0.48982,0.0054313,5.0622,0.11778,0.010634
2.1806,-0.044106,-2.8364,0.65627,-0.84338,-0.078498,0.13467,0.37625,0.014768,4.756,0.20803,0.023477
-2.4977,-0.27439,-1.0369,-0.5157,0.29384,-0.87362,0.059029,0.12078,0.016939,4.7467,0.19469,0.014761
1.062,-0.60546,-0.093785,0.1665,-0.21424,-0.069097,0.087273,0.27707,0.018677,1.9222,0.025873,0.027231
-1.8589,0.034964,-0.51417,-0.21557,0.058559,0.27312,0.13357,0.36303,0.0070137,2.5385,0.03072,0.013707
1.7176,-0.97133,-0.10003,0.221,0.26324,0.13453,0.12714,0.32406,0.015966,4.7209,0.099257,0.022125
-0.68829,1.1752,1.0945,-0.51847,-0.13983,-0.35529,0.11014,0.37687,0.0077681,4.7452,0.1229,0.014547
-1.9062,1.0945,-1.4866,-0.66563,-0.90728,-0.15905,0.17479,0.32666,0.0041929,3.6178,0.10371,0.010477
-2.4337,-0.65462,-0.77691,-0.0080397,0.070039,-0.45631,0.13377,0.33685,0.0062614,3.1818,0.088252,0.016368
1.3264,-0.25276,1.587,0.45812,0.48492,0.48011,0.05258,0.33702,0.012254,0.5813,0.10349,0.074823
-1.6723,-0.74927,2.7698,1.2367,-0.048756,0.74448,0.084872,0.45191,0.010027,3.4861,0.22917,0.026181
2.5675,1.4312,2.0276,-0.090205,0.089246,-0.98018,0.22795,0.27842,0.0030855,5.009,0.07716,0.0093474
0.14446,-1.0997,0.097264,0.48044,1.4799,0.12269,0.29891,0.40918,0.0089219,2.5894,0.22291,0.010638
1.3403,-1.2377,1.4568,0.17165,0.12487,-0.16795,0.082303,0.23233,0.0092089,4.9241,0.087289,0.020827
-0.19931,1.0739,-1.6672,-0.033141,0.063035,-0.40818,0.24432,0.24833,0.0089892,3.9374,0.021803,0.0089607
1.3799,1.3398,-1.4248,-0.53938,0.64145,0.16888,0.081695,0.23742,0.018785,3.8866,0.075327,0.023054
2.5164,1.0209,2.9768,0.47211,-0.25354,0.67239,0.10045,0.28362,0.013031,5.5433,0.1522,0.024789
0.37048,-0.45047,1.5924,1.4633,0.57355,0.79248,0.044189,0.1173,0.014519,5.0011,0.26471,0.023472
-0.29924,-0.43542,0.072089,-0.54723,-0.82492,-0.24472,0.24081,0.32014,0.019624,4.911,0.091027,0.010656
0.50899,-0.11111,-1.9677,0.33331,-0.64627,0.098816,0.32534,0.25167,0.0022871,4.9491,0.067208,0.0041062
1.1954,-0.61593,-1.0562,-0.9974,0.036052,-0.11715,0.19006,0.23493,0.0057479,4.9346,0.10123,0.0098114
-1.1404,-0.92174,0.24532,0.05109,-0.20177,-0.61884,0.12162,0.2988,0.015426,0.89745,0.042718,0.020925
-2.6209,0.94462,2.861,-0.51591,0.23343,0.21379,0.18461,0.33467,0.017819,5.0097,0.09913,0.014444
-0.26704,0.48882,0.052206,-0.66353,-0.40621,0.28179,0.23023,0.30279,0.0071564,2.0901,0.049175,0.012171
1.7498,0.82122,-3.1412,0.18394,0.40677,-0.37255,0.13037,0.33442,0.01478,4.8877,0.19849,0.022241
1.8595,1.3774,-0.60577,-0.72546,0.25013,-0.19913,0.1364,0.25813,0.018787,4.8546,0.092552,0.015534
-1.0703,0.52101,-0.83333,-0.78509,1.7048,-0.52196,0.40703,0.49111,0.0092761,4.8356,0.35692,0.01111
2.9369,-0.62803,-0.70277,-0.34608,-0.67603,-1.2151,0.049784,0.40305,0.018017,0.50326,0.2386,0.049311
0.58325,-0.12348,1.6061,0.72463,0.81814,0.040573,0.055825,0.16801,0.015173,3.3366,0.17168,0.025101
2.5402,-1.3925,2.3741,-0.52598,-0.44296,-0.99542,0.20165,0.43387,0.019923,3.558,0.14131,0.018472
2.3716,0.0091192,-0.77509,0.96713,-0.80087,-0.2845,0.17798,0.41907,0.012513,5.5392,0.28362,0.020463
-0.78833,-1.2575,0.57654,0.6994,-0.57937,-0.038546,0.088159,0.22274,0.014623,3.3777,0.10802,0.017874
1.4125,0.58078,2.9051,0.13323,-0.073124,-0.77937,0.11475,0.26265,0.0097535,4.5231,0.20109,0.016878
-2.3423,-1.2816,-1.8442,-0.50004,0.22946,1.17,0.071375,0.20112,0.016406,3.5356,0.22382,0.024672
-2.3828,-1.3557,-1.5035,0.42079,1.0246,-0.37154,0.034291,0.24307,0.016507,0.12109,0.15569,0.056766
2.1895,-1.1502,2.6307,0.21517,0.26933,-0.48795,0.15259,0.47318,0.019728,1.3897,0.042243,0.026427
0.56253,-0.14992,-1.987,-0.073679,0.09622,0.071567,0.28754,0.25357,0.01265,4.8328,0.024857,0.0071774
2.2561,1.1185,-2.3748,0.29588,0.15734,-0.39966,0.07596,0.24009,0.019504,4.8194,0.12511,0.026914
-0.46463,-0.90009,1.9385,-0.48137,0.30908,-0.61659,0.077568,0.2559,0.017477,4.5485,0.12799,0.028469
-0.61776,1.4021,-1.6632,0.74023,-0.072506,-0.41489,0.2075,0.21184,0.016336,4.9686,0.086106,0.0070232
-2.5236,0.77201,-0.82201,-1.1799,0.19024,0.011285,0.096623,0.38138,0.0097519,4.7013,0.1393,0.025314
-0.38166,-0.50308,2.2122,0.00051766,-0.052298,0.26513,0.044269,0.33547,0.013869,1.891,0.050248,0.050539
-2.9458,-1.2694,0.11025,-0.4347,0.68642,0.69532,0.046598,0.295,0.013462,0.59992,0.082817,0.026069
-2.5724,-0.036024,0.66452,0.40643,0.31383,-0.51367,0.095445,0.18999,0.016854,4.8095,0.18434,0.016977
0.1027,0.20353,-2.2577,0.082587,-1.5255,0.21681,0.30811,0.30636,0.0082402,4.7438,0.23772,0.0091071
-0.84689,-0.30763,-2.5035,0.060385,-0.3217,-0.59662,0.13531,0.32033,0.019792,1.0807,0.043089,0.019128
-2.7692,0.64154,-0.56291,0.68979,-0.11662,-0.34585,0.074149,0.10531,0.018708,4.8429,0.2158,0.010964
0.91295,-1.1949,2.3683,0.0032717,-0.37394,0.95969,0.17171,0.30295,0.0049927,4.9202,0.12039,0.013282
0.81143,-0.37887,-2.5972,-0.94939,0.4408,-0.26606,0.24227,0.33025,0.019682,4.0946,0.12741,0.011976
2.3142,-0.33519,1.106,-0.52578,-0.39129,-0.013,0.081191,0.25879,0.013323,2.1519,0.14982,0.028432
0.98717,0.24335,3.0016,0.57447,0.34369,-0.25461,0.24951,0.31367,0.014726,3.2588,0.19359,0.010808
1.4239,-0.15143,-0.050098,-0.075778,-0.37639,0.35337,0.14751,0.42784,0.016907,1.0827,0.049735,0.023836
-2.3578,0.042064,3.0709,0.034396,0.88621,0.8884,0.029572,0.25997,0.019916,0.3294,0.1309,0.097308
-0.2528,1.5356,-0.47583,0.3206,1.4748,-0.49471,0.32225,0.44243,0.010393,1.9272,0.2914,0.011843
-0.83563,1.4671,2.8681,-0.40897,-0.5658,-0.062658,0.15167,0.26348,0.018716,2.7509,0.10659,0.014618
-0.69092,0.76862,-1.8341,-0.52625,-0.10849,-1.0621,0.16848,0.29414,0.0048448,1.4277,0.084209,0.014337
1.5124,-0.79189,1.8562,0.076319,0.90775,-0.29432,0.088929,0.28065,0.0196,5.1873,0.15883,0.027635
-2.1437,-0.80748,-0.1051,-0.73826,-0.87441,0.43354,0.16371,0.28754,0.0045705,5.4374,0.1407,0.013797
0.63101,0.50278,-2.7048,-0.9752,-1.0179,0.84198,0.25278,0.39933,0.0068945,4.7439,0.33856,0.013914
0.47661,0.43842,2.0381,-1.4996,0.22253,0.30032,0.094591,0.16051,0.0041887,4.9203,0.30555,0.012539
-1.2259,0.15131,2.7589,0.13886,0.84691,-1.8128,0.11621,0.18499,0.0083239,4.495,0.34244,0.014106
1.5989,-0.48876,3.0776,0.45801,0.43913,-0.44195,0.11419,0.24233,0.014992,3.7408,0.071062,0.016682
-0.88292,1.0922,-1.5037,-0.90679,1.2786,0.23146,0.31047,0.45313,0.01674,4.4715,0.23613,0.011937
2.2071,0.017135,-1.5416,-0.09721,0.015265,-0.5494,0.10298,0.29613,0.014012,4.2846,0.062242,0.025991
-1.7476,-0.72497,-0.692,-0.13058,-0.41417,-0.70135,0.14234,0.33406,0.0092183,3.2166,0.059385,0.020001
0.28463,0.41409,2.4812,-0.36108,0.061051,-0.29666,0.0776,0.255,0.0086119,3.3225,0.099941,0.032819
-0.060271,-0.57259,0.58177,0.072348,-1.0391,-0.73335,0.13722,0.23538,0.018532,5.1109,0.19948,0.014545
1.7184,0.77156,1.3488,-0.39682,-0.12848,0.24081,0.066093,0.37002,0.015047,0.3672,0.023659,0.050944
-3.0835,-1.3285,0.45706,0.068982,0.51219,0.19954,0.034297,0.23612,0.012144,0.051731,0.032892,0.066384
2.4289,-1.1783,0.84112,0.33581,-0.18293,0.34524,0.091819,0.23205,0.016585,4.6842,0.075895,0.022532
-2.1347,0.32881,-0.2113,-0.75981,0.42747,1.0949,0.15733,0.43762,0.0068751,4.9886,0.13703,0.017951
0.14244,0.32928,-0.63107,-0.65923,-0.50023,-0.33254,0.4304,0.30268,0.016458,4.4314,0.057733,0.0059572
-1.4968,-0.099747,2.4651,0.72843,-0.3835,0.29464,0.029965,0.24008,0.015392,1.4325,0.066369,0.044254
-1.8513,-1.2029,0.45155,0.0047028,-0.061508,-0.045471,0.065174,0.24853,0.013546,1.1182,0.0095322,0.028429
0.12808,-0.50812,0.98932,0.24402,0.9134,-0.56604,0.10948,0.25919,0.0065644,5.2689,0.12508,0.018124
0.18913,1.5298,-1.2707,0.37169,0.48181,0.024094,0.1843,0.34411,0.0053656,4.9719,0.052958,0.013809
-1.1028,-0.95687,-2.6671,1.1181,-0.11744,0.066314,0.10819,0.25203,0.0066473,5.0829,0.10999,0.017181
2.9018,0.41326,1.8262,-0.50444,0.089131,-1.1311,0.048742,0.34228,0.017227,0.24722,0.093512,0.063332
-1.2601,-1.0602,3.0177,0.4411,-0.13833,-0.3237,0.065424,0.24709,0.01482,4.2359,0.090069,0.030338
-1.3693,0.57034,-0.56403,-1.3086,-0.67636,0.035823,0.32257,0.42026,0.011887,4.7445,0.17187,0.011322
-0.38951,-0.74244,2.9211,0.20745,0.034895,0.081509,0.12007,0.26971,0.0052413,4.1686,0.07586,0.017078
-0.16994,0.24767,2.176,-1.0368,-0.026708,-0.025376,0.11662,0.2052,0.0036113,4.9919,0.26278,0.012793
-0.4783,1.1202,-2.8219,-0.081311,0.1492,-0.60213,0.13455,0.24069,0.013924,4.6737,0.036089,0.015418
-0.77425,1.468,-3.078,-0.28998,0.82117,0.81876,0.1062,0.28129,0.0082438,1.8611,0.14144,0.019657
-1.2906,-0.081681,-1.716,-0.18659,-0.1917,0.28816,0.12936,0.35949,0.0064146,5.0491,0.017016,0.0095645
-0.70357,-0.30194,2.9682,-0.44622,1.4903,-0.28408,0.041844,0.1332,0.014251,5.1765,0.25651,0.024622
1.28,0.4223,-2.1507,-0.23388,0.24418,0.73991,0.11289,0.24358,0.019562,1.6773,0.067832,0.018444
-0.52392,-1.561,-1.8585,-0.34246,0.21949,0.083954,0.055298,0.42159,0.017903,0.40851,0.01937,0.055248
0.53952,0.71675,1.7324,-0.1632,0.99766,-0.25169,0.057674,0.28649,0.019384,1.3124,0.18018,0.040582
2.4337,0.64251,-1.3415,0.40533,0.1502,-0.93035,0.10082,0.24578,0.013349,3.0469,0.11022,0.020523
-0.64237,-0.30869,1.1842,1.1746,0.24184,0.025592,0.033853,0.31217,0.019963,1.0829,0.13435,0.06692
-2.9607,-1.2462,1.1124,0.31451,0.68632,0.90912,0.13217,0.38476,0.011702,0.57498,0.088119,0.024291
-2.8605,-0.26529,-2.4681,-0.077959,-1.0925,0.71791,0.070545,0.24942,0.016366,4.9095,0.20434,0.027827
2.7565,1.4502,-1.8263,0.1825,0.48396,0.17228,0.077018,0.24579,0.019837,5.4348,0.14291,0.023959
0.98869,-0.36329,-0.76492,0.74508,-0.24013,-0.12669,0.30303,0.40781,0.012251,4.935,0.076753,0.011839
-3.0339,-0.81426,2.2134,1.7656,0.094119,-0.30119,0.065814,0.19365,0.0082222,4.6414,0.43105,0.014381
1.237,-0.18633,0.0079303,-0.090001,-0.70385,0.12373,0.13633,0.42474,0.01469,1.376,0.068593,0.02671
1.9731,0.089908,-2.4693,-0.3968,0.57639,-0.84394,0.076139,0.24699,0.0086632,3.537,0.11372,0.030737
1.9868,-0.98054,-1.6634,0.49376,-0.33059,0.20421,0.16984,0.38244,0.019999,5.2325,0.089941,0.01839
2.3171,1.5239,2.4315,0.34307,-0.37453,-0.53424,0.14234,0.33006,0.0060061,5.0793,0.058724,0.011479
-0.034877,0.35096,3.1279,-0.5423,-0.54572,-0.043033,0.10901,0.3057,0.017056,4.3436,0.091152,0.022184
1.7249,0.83158,2.3904,-0.78143,-0.88982,0.55759,0.099545,0.31217,0.013908,5.0937,0.18608,0.0252
1.4242,0.45166,-0.7934,-0.034863,-0.056067,-0.036852,0.18721,0.24396,0.02,4.7359,0.034688,0.0091191
-0.036615,-0.48702,0.67943,0.80445,0.035312,1.2545,0.071932,0.28503,0.012841,2.3992,0.1842,0.03693
-0.20233,-1.3468,1.0581,-0.13894,0.028667,-0.051391,0.13059,0.27194,0.017298,4.8007,0.082086,0.016082
1.807,1.427,0.24176,-0.79201,0.62611,0.43842,0.22742,0.38482,0.0098294,4.7507,0.1327,0.013636
-1.8747,1.1119,0.20774,-1.5442,0.41203,0.0057048,0.091513,0.25206,0.014806,2.4794,0.25221,0.021921
0.81178,0.81255,3.0536,-0.18882,0.10217,-0.19366,0.093145,0.3049,0.0084955,5.308,0.070589,0.034938
-3.0389,0.39509,0.81584,0.49697,0.1295,-0.17211,0.052031,0.23324,0.011195,4.8257,0.066358,0.031727
1.8672,1.0325,0.86794,-0.028859,0.15814,-0.14351,0.15131,0.26221,0.013786,4.9369,0.042336,0.01326
-1.8317,-0.25805,1.2409,-0.67758,0.0029186,0.68514,0.042499,0.2751,0.017733,0.18654,0.060723,0.051104
1.8722,-1.4445,-2.7731,-0.61456,-0.041505,-1.2829,0.11004,0.40381,0.019909,0.64508,0.13476,0.029996
-1.5913,-1.4595,-0.36241,-0.62934,0.53658,1.1045,0.39859,0.48908,0.0031956,4.9686,0.12635,0.0097746
0.76862,1.5321,-0.64142,-0.27878,-0.65218,-0.14395,0.17926,0.23583,0.009975,5.2268,0.07254,0.010628
0.66794,-0.74908,-0.91513,-0.20178,0.16676,1.4016,0.30386,0.25775,0.0077743,5.7359,0.13983,0.0067136
-2.8922,-0.9308,-1.0646,-0.98231,0.37533,-0.2217,0.076981,0.11649,0.0079617,4.9431,0.224,0.01308
-1.4456,0.74848,-0.34892,0.21083,-0.44504,0.31321,0.20287,0.33424,0.018763,5.1353,0.073259,0.013717
-0.61783,1.0453,-1.3936,-0.058584,0.018473,-1.0376,0.31984,0.19955,0.0024258,4.9346,0.081143,0.0026501
-0.472,1.0211,2.481,0.1137,0.6936,0.082583,0.15123,0.25608,0.0066368,5.2711,0.14899,0.014104
1.1207,1.3664,-0.84196,1.8599,-0.13099,0.87215,0.23394,0.43458,0.010534,5.0418,0.32046,0.015991
-2.6356,0.7646,-1.8527,-0.13928,0.071574,1.5689,0.059903,0.43386,0.018739,0.40362,0.17178,0.067155
-0.2266,0.37492,-1.3964,-0.27188,-0.27535,0.83055,0.31911,0.41289,0.01277,0.52584,0.050973,0.010617
-2.7478,0.45275,-1.6416,0.18447,0.71951,0.6663,0.10105,0.17822,0.0054567,5.1481,0.23986,0.016546
-1.6918,-0.77882,2.885,0.90406,0.39164,0.1184,0.13693,0.42128,0.018743,4.762,0.24429,0.02516
0.54044,-0.19016,1.7237,0.10303,0.97272,-0.36429,0.053479,0.27191,0.015845,0.6774,0.15054,0.040409
1.544,0.93378,-1.6742,0.15409,-1.2383,0.804,0.16222,0.39736,0.014046,5.2732,0.28594,0.022084
0.70014,-0.69831,1.7958,0.17644,0.9381,-0.89656,0.029897,0.24977,0.015725,0.60781,0.14632,0.07403
-2.5009,-1.4432,-3.0394,-0.53841,-0.6869,0.92577,0.12678,0.37397,0.014122,4.2125,0.14761,0.026295
1.2055,0.33623,2.07,0.58033,0.39547,0.29281,0.079489,0.22542,0.014006,5.2029,0.15488,0.020683
0.64005,-1.1613,0.81727,0.41439,-0.15257,-0.55216,0.045046,0.22931,0.011263,0.92597,0.068575,0.038097
2.5887,1.3842,1.2492,0.66183,0.56394,-0.39834,0.1452,0.27344,0.0059029,3.2294,0.089535,0.01466
1.9701,-0.69029,-1.9176,1.0586,0.11205,-0.35688,0.16642,0.31781,0.011034,4.5568,0.15217,0.016103
-0.43148,-0.54542,2.4323,-0.25374,-0.33793,0.043158,0.082171,0.35175,0.01953,3.3093,0.086505,0.034907
-2.3435,0.042641,2.2031,-0.27083,-0.54262,-0.37659,0.093401,0.23863,0.017989,4.5646,0.154,0.019415
-0.012275,-0.69138,1.0474,0.96711,-0.41486,-0.33993,0.059852,0.21534,0.019446,2.1509,0.16889,0.02591
-0.12742,-1.3506,2.1204,0.70016,-0.34793,-0.26498,0.083233,0.2725,0.017378,3.9848,0.149,0.027829
0.38424,-1.5559,-1.3568,0.0073617,0.44088,-0.18586,0.14786,0.23491,0.01697,2.7348,0.038561,0.013488
0.58575,-1.2274,1.6922,-0.094861,-0.13708,-1.1772,0.077045,0.42418,0.011896,2.2117,0.17568,0.025264
-0.99595,0.35971,-0.89354,0.9412,-0.32277,0.54914,0.45897,0.47013,0.0028512,4.6289,0.11367,0.0076984
0.87325,-1.5335,1.5215,-0.14869,0.52133,0.092135,0.071353,0.080844,0.016301,4.6049,0.18126,0.0082684
-0.26065,1.0949,0.10171,-0.42615,-0.043318,0.11113,0.12949,0.27176,0.015188,4.6974,0.02958,0.016098
-1.0041,0.6927,1.9048,0.076364,0.33847,0.40103,0.092163,0.23149,0.0063046,4.9331,0.14034,0.016421
1.7117,0.022905,-0.35666,0.25387,0.47471,-0.34933,0.17104,0.34536,0.015806,5.1313,0.048063,0.014727
1.259,-0.57978,-0.090299,-0.69238,-0.11388,0.17538,0.11872,0.27929,0.019687,0.89529,0.05329,0.020237
0.62525,-0.92845,-3.0425,-0.0086543,0.74,-1.0619,0.083932,0.33834,0.019998,0.83413,0.12722,0.033713
2.4865,0.7283,0.51917,0.017931,-0.43405,-0.45335,0.057279,0.26003,0.018102,0.38051,0.036928,0.036742
-1.2177,1.2939,3.1388,-0.070122,0.75896,0.73594,0.15874,0.22316,0.0034082,4.8389,0.14962,0.0074401
-0.93477,-1.1485,0.50508,-0.2558,0.22723,-0.9031,0.089046,0.27691,0.019941,0.9334,0.061853,0.025784
-2.4533,-1.2338,0.47399,-0.27552,0.24253,-0.72938,0.14923,0.41532,0.016383,2.4713,0.076101,0.023884
2.6297,-0.47997,-1.1858,-0.060375,-1.0638,-0.53438,0.06183,0.20302,0.01668,5.2837,0.20366,0.0265
-0.73951,-0.2476,-0.88887,-0.21805,0.37455,0.5576,0.35438,0.28123,0.017402,3.3296,0.040471,0.0070796
2.1835,-0.40322,0.73666,1.1567,-1.323,-0.34611,0.047525,0.15181,0.012577,4.5411,0.34723,0.02601
-2.3616,0.70013,1.6279,-1.0621,1.1196,-0.17098,0.17455,0.39832,0.015492,4.8949,0.3722,0.018789
1.1686,-0.7347,-2.9543,0.21207,-0.63391,0.26842,0.15499,0.26586,0.015165,5.3273,0.08058,0.013343
1.6285,-0.30088,-3.1019,-0.37889,-0.30086,-0.10352,0.052975,0.28439,0.016032,0.24963,0.042887,0.048231
0.3937,0.53127,1.7118,0.69469,-0.30963,-0.68548,0.077818,0.091948,0.019863,5.683,0.31411,0.0082018
2.2384,-1.3275,0.33127,0.84986,0.4755,0.42643,0.091866,0.23446,0.018096,4.7106,0.17536,0.020969
2.8184,-0.043196,0.01086,-0.9018,1.3684,-1.2165,0.027006,0.10979,0.009545,5.8855,0.31103,0.015134
3.0776,-0.15714,-0.29433,-0.43075,0.39713,0.44817,0.098865,0.37758,0.019994,1.3914,0.17779,0.03213
-3.0795,-1.0556,-0.067751,0.54679,1.1523,0.36473,0.0762,0.26764,0.015433,2.3118,0.23799,0.030678
2.8834,-1.4356,-0.32477,0.16424,0.80265,-0.31127,0.076669,0.1448,0.018864,4.8133,0.23381,0.017514
2.84,0.91449,-0.83454,-0.047936,-0.97543,0.88036,0.052258,0.21497,0.0094679,2.4168,0.17361,0.025093
-1.7307,-0.24653,2.8898,-0.27176,-0.63879,0.49874,0.068949,0.23726,0.018459,4.7726,0.11822,0.028218
-3.0708,-1.2589,-1.9962,0.26997,0.26045,0.067175,0.070183,0.23303,0.019864,4.0177,0.08512,0.026917
0.44052,-1.508,-2.9622,-0.35362,0.30076,-0.025884,0.11204,0.25376,0.0072703,5.4369,0.055366,0.01626
0.75742,-0.77867,2.7896,-0.38189,-0.48428,-0.80472,0.067099,0.32153,0.018956,1.3194,0.11283,0.041243
0.89117,-0.22211,-2.9121,-0.56506,-0.22783,-0.86132,0.15172,0.35303,0.010855,4.9286,0.12158,0.019629
-2.784,1.3229,1.9889,1.5887,0.8961,-0.10297,0.11317,0.28465,0.0054189,4.5376,0.27927,0.012691
-1.1152,0.017874,-0.48457,-0.13976,0.47117,1.1608,0.26388,0.2579,0.006887,4.7195,0.12099,0.0088391
0.65324,0.96369,2.0909,-0.34411,-0.15578,0.25589,0.23925,0.22776,0.010747,5.3606,0.39523,0.0076226
-2.7868,-1.0954,1.4636,0.124,-1.7839,0.50115,0.2273,0.42959,0.008345,5.1768,0.36697,0.016663
2.3624,-1.0745,0.12063,0.8512,-1.1526,-0.75553,0.036423,0.1048,0.010515,5.4124,0.25331,0.014998
-0.43176,0.68399,0.78489,-0.1387,-0.13389,-0.72884,0.094054,0.26885,0.019391,1.6543,0.076434,0.023349
-1.6252,0.86907,-2.2777,-0.97751,0.75616,-0.3426,0.2318,0.36477,0.005329,5.0752,0.16743,0.012361
2.5684,0.7179,-0.29513,-0.91682,0.50028,-0.012924,0.17177,0.48643,0.01383,4.882,0.15874,0.024501
2.1937,-1.3392,1.7325,0.38007,-0.92148,-0.69355,0.078643,0.33388,0.018947,1.5824,0.11728,0.035199
0.19206,0.34145,0.81012,-0.15505,0.50698,-1.3058,0.096815,0.22794,0.0061529,5.2931,0.1433,0.0096095
-2.971,-1.4139,-3.0801,-0.48938,-0.64919,0.075372,0.13892,0.26008,0.010457,4.8803,0.12283,0.014985
0.12889,0.70972,1.5226,-0.71429,0.1532,0.015923,0.099295,0.22677,0.013639,4.9732,0.1166,0.018344
3.0488,-0.52024,2.4411,0.053443,-0.3519,0.11217,0.097841,0.22184,0.016161,4.5633,0.10932,0.018837
-1.9787,-0.96253,-2.1833,-0.057465,0.059612,-0.30239,0.16259,0.39519,0.0062648,4.5493,0.13634,0.014873
2.0505,-0.55532,-0.14917,0.42638,0.70903,-0.71497,0.13425,0.26982,0.0095433,4.8399,0.14869,0.019328
1.7493,0.010994,0.66471,0.52643,0.2926,0.21908,0.097158,0.24965,0.013639,5.193,0.096676,0.021527
-1.2488,-1.1452,1.211,0.14788,0.34306,0.27376,0.14516,0.32751,0.017863,4.4357,0.048466,0.019654
-0.41749,0.091193,-0.90543,-0.15848,0.6086,0.59586,0.21726,0.26769,0.0029221,0.80817,0.054963,0.0097322
0.80861,-0.21581,1.4598,-0.33179,-0.52218,0.029946,0.10008,0.23083,0.01782,4.2104,0.14301,0.019377
2.7158,-1.2158,-1.2906,-0.74901,0.59122,0.079512,0.066337,0.25551,0.019977,3.0463,0.10625,0.033337
1.2773,-1.1995,-1.0526,-0.90426,-0.23498,-1.0686,0.23471,0.26384,0.0094995,5.3855,0.16971,0.0095233
3.0594,-0.54522,1.4169,-0.59145,-0.47991,-0.5983,0.034021,0.16587,0.014327,2.9803,0.11261,0.041099
-0.9736,0.52747,-0.46587,-0.67211,0.52378,0.83171,0.22394,0.22294,0.016827,4.7797,0.11311,0.007823
3.1371,-0.87246,2.976,-0.7024,0.28148,-0.13696,0.092906,0.23923,0.013646,2.3014,0.085168,0.021428
0.062642,-0.095803,-3.1045,0.26364,1.1949,-0.32805,0.11259,0.27609,0.014793,2.2205,0.163,0.017812
2.9736,-0.57953,-1.0965,0.92229,-0.2092,0.15929,0.044326,0.22133,0.016356,1.5634,0.11729,0.037675
-1.0481,1.1864,1.3843,0.50051,0.0069163,1.2768,0.028195,0.082899,0.019821,4.7939,0.24464,0.021567
1.5885,-1.5515,-0.31571,0.015207,0.55637,0.54975,0.067861,0.24465,0.014437,3.5459,0.089231,0.027907
0.29189,-1.4663,0.85364,0.28712,-0.12633,0.77026,0.10419,0.2265,0.018588,5.2082,0.15713,0.015067
1.9612,0.56989,-1.7337,0.28517,-0.074974,-0.4917,0.093653,0.22629,0.016128,5.3531,0.055169,0.018586
-1.8429,-0.71765,-0.20632,0.081409,-0.93073,0.92059,0.25335,0.25247,0.015027,5.256,0.14085,0.0086294
2.2885,-0.0015136,-0.73497,-0.6539,-0.85187,0.41632,0.087995,0.16314,0.0057437,4.8519,0.23313,0.013565
1.8092,0.86409,-2.2921,0.66722,0.022977,0.58289,0.10275,0.23387,0.019954,5.5205,0.11954,0.017824
-0.20799,-0.72698,1.3432,0.18602,-0.72224,0.31598,0.057625,0.32007,0.019757,1.0678,0.10496,0.045528
2.9131,-0.39183,-1.3639,-0.89601,-0.34128,0.29616,0.068415,0.090456,0.010882,3.5306,0.22151,0.010196
-0.54628,0.18522,-0.58857,0.55354,0.14265,-0.41264,0.21156,0.24591,0.015772,3.9647,0.049314,0.0094622
-2.755,0.25312,-1.7689,-0.52283,-0.46303,0.37421,0.109,0.3153,0.017072,3.7405,0.12277,0.024356
-0.094054,-1.4782,-0.90303,0.12912,-1.9438,-1.0769,0.03548,0.14451,0.019415,1.2925,0.40695,0.035967
1.6647,-0.27335,-2.6094,1.1608,0.77871,-0.22901,0.16416,0.20861,0.0096372,4.8836,0.17366,0.010396
-1.2491,-0.64556,1.2799,-1.5474,-0.29207,0.24352,0.061916,0.40498,0.018802,0.021837,0.18066,0.05363
-1.8661,-0.22081,1.3153,-0.45354,-0.82261,-0.95483,0.048023,0.11143,0.013213,5.5793,0.24751,0.015203
-1.2258,-0.25843,0.36817,-1.0303,0.080403,-0.72217,0.19539,0.3393,0.0043543,4.1222,0.12648,0.010144
-1.8065,-1.2065,-2.0791,-0.073158,0.9173,-1.2388,0.085035,0.082419,0.009379,3.5084,0.32459,0.0094274
-0.35575,-0.28468,-1.2811,0.13172,0.25078,0.18048,0.46257,0.4227,0.016098,1.2285,0.01028,0.0085931
-0.77321,0.87111,-2.0614,-1.0631,0.16006,0.051546,0.15832,0.23471,0.013361,5.5693,0.10816,0.012365
0.92146,-0.84487,-0.075501,-0.75825,-0.13334,0.58587,0.20899,0.21398,0.0062642,5.0518,0.13276,0.00758
