MAPEQ,MSEQ,Portion
"[47.289906, 39.51114, 34.415894, 34.9644, 34.011383, 32.034866, 31.78576, 30.212484, 30.522537, 30.20353, 31.298334, 29.643255, 29.187128, 29.75441, 29.042877, 29.242859, 28.35674, 29.03306, 28.65593, 28.295282]","[0.007191556, 0.004695556, 0.003981588, 0.003381944, 0.0033020538, 0.0034215644, 0.0037258512, 0.0031959435, 0.00300949, 0.002982949, 0.0028281081, 0.0028844753, 0.0026880095, 0.002916793, 0.0029162418, 0.0028354845, 0.0026343733, 0.0025334496, 0.0026884265, 0.0027637659]","[0.05, 0.1, 0.15000000000000002, 0.2, 0.25, 0.30000000000000004, 0.35000000000000003, 0.4, 0.45, 0.5, 0.55, 0.6000000000000001, 0.65, 0.7000000000000001, 0.75, 0.8, 0.8500000000000001, 0.9, 0.9500000000000001, 1.0]"
